_CustomObjectKey,STATUS,ID_TITULO,ID_PLANO,ID_SERIE
15585822,A,78041,"PM60D ",AA
15585823,A,78256,"PM60C ",AA
15585824,A,78270,"PM60C ",AA
15585825,A,78271,"PM60C ",AA
15585826,A,78272,"PM60E ",AA
15585827,A,78276,"PM60C ",AA
15585828,A,78577,"PM60C ",AA
15585829,A,78579,"PM60C ",AA
15585830,A,78580,"PM60C ",AA
15585831,A,78582,"PM60F ",AA
15585832,A,78584,"PM60C ",AA
15585833,A,78586,"PM60C ",AA
15585834,A,78590,"PM60C ",AA
15585835,A,82963,"PM60C ",AA
15585836,A,82970,"PM60C ",AA
15585837,A,82971,"PM60C ",AA
15585838,A,82977,"PM60E ",AA
15585839,A,82978,"PM60C ",AA
15585840,A,82987,"PM60C ",AA
15585841,A,82990,"PM60C ",AA
15585842,A,83468,"PM60C ",AA
15585843,A,83469,"PM60C ",AA
15585844,A,83474,"PM60C ",AA
15585845,A,51816,"48PMA ",AA
15585846,A,83480,"PM60C ",AA
15585847,A,83481,"PM60D ",AA
15585848,A,83566,"PM60C ",AA
15585849,A,83572,"PM60C ",AA
15585850,A,83589,"PM60C ",AA
15585851,A,49321,"PM60C ",AA
15585852,A,49324,"PM60E ",AA
15585853,A,49325,"PM60E ",AA
15585854,A,49326,"PM60E ",AA
15585855,A,49328,"PM60E ",AA
15585856,A,49331,"PM60F ",AA
15585857,A,49332,"PM60E ",AA
15585858,A,49333,"PM60E ",AA
15585859,A,49334,"PM60E ",AA
15585860,A,49675,"PM60D ",AA
15585861,A,50076,"PM60C ",AA
15585862,A,50080,"PM60C ",AA
15585863,A,50083,"PM60E ",AA
15585864,A,50087,"PM60E ",AA
15585865,A,50525,"PM60C ",AA
15585866,A,50527,"PM60D ",AA
15585867,A,50531,"PM60C ",AA
15585868,A,50533,"PM60C ",AA
15585869,A,50534,"PM60C ",AA
15585870,A,50535,"PM60C ",AA
15585871,A,50537,"PM60C ",AA
15585872,A,50538,"PM60C ",AA
15585873,A,50541,"PM60C ",AA
15585874,A,50543,"PM60C ",AA
15585875,A,50550,"PM60C ",AA
15585876,A,50553,"PM60C ",AA
15585877,A,50555,"PM60C ",AA
15585878,A,50559,"PM60G ",AA
15585879,A,51054,"PM60C ",AA
15585880,A,51056,"PM60C ",AA
15585881,A,51059,"PM60C ",AA
15585882,A,51060,"PM60C ",AA
15585883,A,51067,"PM60C ",AA
15585884,A,51068,"PM60C ",AA
15585885,A,51074,"PM60D ",AA
15585886,A,51077,"PM60C ",AA
15585887,A,51078,"PM60C ",AA
15585888,A,51618,"PM60C ",AA
15585889,A,51619,"PM60C ",AA
15585890,A,51620,"PM60C ",AA
15585891,A,51621,"PM60C ",AA
15585892,A,51622,"PM60C ",AA
15585893,A,51623,"PM60C ",AA
15585894,A,51628,"PM60C ",AA
15585895,A,51629,"PM60C ",AA
15585896,A,51630,"PM60C ",AA
15585897,A,51631,"PM60C ",AA
15585898,A,51632,"PM60C ",AA
15585899,A,51643,"PM60C ",AA
15585900,A,51644,"PM60C ",AA
15585901,A,51645,"PM60C ",AA
15585902,A,77499,"PM60C ",AA
15585903,A,77507,"PM60C ",AA
15585904,A,77515,"PM60D ",AA
15585905,A,77516,"PM60C ",AA
15585906,A,77517,"PM60C ",AA
15585907,A,45534,"48PMN ",AA
15585908,A,77793,"PM60C ",AA
15585909,A,77801,"PM60C ",AA
15585910,A,77807,"PM60C ",AA
15585911,A,78057,"PM60C ",AA
15585912,A,78059,"PM60C ",AA
15585913,A,78061,"PM60C ",AA
15585914,A,78068,"PM60C ",AA
15585915,A,78282,"PM60C ",AA
15585916,A,46123,"48PMA ",AA
15585917,A,78285,"PM60C ",AA
15585918,A,78286,"PM60C ",AA
15585919,A,78291,"PM60C ",AA
15585920,A,78292,"PM60C ",AA
15585921,A,78295,"PM60D ",AA
15585922,A,78598,"PM60C ",AA
15585923,A,78602,"PM60D ",AA
15585924,A,78606,"PM60C ",AA
15585925,A,78609,"PM60C ",AA
15585926,A,78614,"PM60C ",AA
15585927,A,83146,"PM60C ",AA
15585928,A,83151,"PM60C ",AA
15585929,A,83196,"PM60D ",AA
15585930,A,83243,"PM60C ",AA
15585931,A,83253,"PM60C ",AA
15585932,A,83258,"PM60C ",AA
15585933,A,83266,"PM60C ",AA
15585934,A,83268,"PM60C ",AA
15585935,A,82312,"PM60C ",AA
15585936,A,84017,"PM60C ",AA
15585937,A,84020,"PM60C ",AA
15585938,A,84026,"PM60C ",AA
15585939,A,84027,"PM60C ",AA
15585940,A,49335,"PM60E ",AA
15585941,A,49336,"PM60E ",AA
15585942,A,49337,"PM60E ",AA
15585943,A,49339,"PM60E ",AA
15585944,A,49340,"PM60F ",AA
15585945,A,49341,"PM60E ",AA
15585946,A,49342,"PM60E ",AA
15585947,A,49343,"PM60F ",AA
15585948,A,49345,"PM60E ",AA
15585949,A,49346,"PM60E ",AA
15585950,A,49685,"PM60C ",AA
15585951,A,49691,"PM60F ",AA
15585952,A,49700,"PM60D ",AA
15585953,A,49701,"PM60D ",AA
15585954,A,49702,"PM60D ",AA
15585955,A,50095,"PM60C ",AA
15585956,A,50096,"PM60C ",AA
15585957,A,50105,"PM60E ",AA
15585958,A,50108,"PM60C ",AA
15585959,A,50118,"PM60C ",AA
15585960,A,50564,"PM60C ",AA
15585961,A,27809,"48PMC ",AA
15585962,A,50577,"PM60C ",AA
15585963,A,50579,"PM60C ",AA
15585964,A,50583,"PM60C ",AA
15585965,A,51079,"PM60C ",AA
15585966,A,51092,"PM60C ",AA
15585967,A,51095,"PM60C ",AA
15585968,A,51098,"PM60C ",AA
15585969,A,51099,"PM60C ",AA
15585970,A,51100,"PM60C ",AA
15585971,A,51103,"PM60C ",AA
15585972,A,51107,"PM60C ",AA
15585973,A,51108,"PM60C ",AA
15585974,A,51109,"PM60C ",AA
15585975,A,51700,"PM60C ",AA
15585976,A,51701,"PM60C ",AA
15585977,A,51702,"PM60C ",AA
15585978,A,51703,"PM60C ",AA
15585979,A,51704,"PM60C ",AA
15585980,A,51705,"PM60C ",AA
15585981,A,77540,"PM60C ",AA
15585982,A,77541,"PM60C ",AA
15585983,A,77548,"PM60E ",AA
15585984,A,45339,"48PMA ",AA
15585985,A,45340,"48PMA ",AA
15585986,A,77551,"PM60D ",AA
15585987,A,77552,"PM60D ",AA
15585988,A,77815,"PM60C ",AA
15585989,A,77817,"PM60C ",AA
15585990,A,77818,"PM60C ",AA
15585991,A,77819,"PM60C ",AA
15585992,A,77830,"PM60C ",AA
15585993,A,78078,"PM60C ",AA
15585994,A,78079,"PM60D ",AA
15585995,A,78083,"PM60C ",AA
15585996,A,78084,"PM60C ",AA
15585997,A,78085,"PM60C ",AA
15585998,A,78086,"PM60C ",AA
15585999,A,78087,"PM60C ",AA
15586000,A,78088,"PM60C ",AA
15586001,A,78089,"PM60C ",AA
15586002,A,78090,"PM60C ",AA
15586003,A,78093,"PM60C ",AA
15586004,A,78094,"PM60C ",AA
15586005,A,78095,"PM60C ",AA
15586006,A,78099,"PM60C ",AA
15586007,A,78303,"PM60D ",AA
15586008,A,78305,"PM60C ",AA
15586009,A,78306,"PM60D ",AA
15586010,A,78312,"PM60D ",AA
15586011,A,78320,"PM60C ",AA
15586012,A,78321,"PM60C ",AA
15586013,A,78322,"PM60C ",AA
15586014,A,78618,"PM60C ",AA
15586015,A,78627,"PM60D ",AA
15586016,A,78630,"PM60C ",AA
15586017,A,46356,"48PMD ",AA
15586018,A,82395,"PM60E ",AA
15586019,A,82398,"PM60E ",AA
15586020,A,82400,"PM60E ",AA
15586021,A,82405,"PM60E ",AA
15586022,A,82406,"PM60E ",AA
15586023,A,82407,"PM60E ",AA
15586024,A,82413,"PM60E ",AA
15586025,A,82414,"PM60E ",AA
15586026,A,82415,"PM60E ",AA
15586027,A,82416,"PM60E ",AA
15586028,A,82417,"PM60E ",AA
15586029,A,82418,"PM60E ",AA
15586030,A,27089,"48PMF ",AA
15586031,A,49727,"PM60C ",AA
15586032,A,49728,"PM60C ",AA
15586033,A,49730,"PM60C ",AA
15586034,A,50126,"PM60C ",AA
15586035,A,50141,"PM60C ",AA
15586036,A,50142,"PM60C ",AA
15586037,A,50145,"PM60C ",AA
15586038,A,50146,"PM60C ",AA
15586039,A,50152,"PM60C ",AA
15586040,A,50599,"PM60C ",AA
15586041,A,50600,"PM60C ",AA
15586042,A,50607,"PM60C ",AA
15586043,A,50608,"PM60C ",AA
15586044,A,50609,"PM60C ",AA
15586045,A,50610,"PM60C ",AA
15586046,A,50611,"PM60C ",AA
15586047,A,50622,"PM60C ",AA
15586048,A,50623,"PM60C ",AA
15586049,A,50626,"PM60C ",AA
15586050,A,50627,"PM60C ",AA
15586051,A,27832,"48PMF ",AA
15586052,A,27833,"48PMF ",AA
15586053,A,51115,"PM60C ",AA
15586054,A,27965,"48PMA ",AA
15586055,A,51116,"PM60C ",AA
15586056,A,51124,"PM60C ",AA
15586057,A,27967,"48PMA ",AA
15586058,A,51126,"PM60C ",AA
15586059,A,51128,"PM60C ",AA
15586060,A,51131,"PM60C ",AA
15586061,A,51132,"PM60C ",AA
15586062,A,51133,"PM60C ",AA
15586063,A,51134,"PM60C ",AA
15586064,A,51145,"PM60C ",AA
15586065,A,51731,"PM60C ",AA
15586066,A,51732,"PM60C ",AA
15586067,A,51733,"PM60C ",AA
15586068,A,51734,"PM60C ",AA
15586069,A,51735,"PM60C ",AA
15586070,A,51736,"PM60C ",AA
15586071,A,51741,"PM60C ",AA
15586072,A,51742,"PM60C ",AA
15586073,A,51743,"PM60C ",AA
15586074,A,51747,"PM60C ",AA
15586075,A,51748,"PM60C ",AA
15586076,A,51749,"PM60C ",AA
15586077,A,51753,"PM60C ",AA
15586078,A,51754,"PM60C ",AA
15586079,A,51755,"PM60C ",AA
15586080,A,51756,"PM60C ",AA
15586081,A,51757,"PM60C ",AA
15586082,A,51758,"PM60C ",AA
15586083,A,51759,"PM60C ",AA
15586084,A,51760,"PM60C ",AA
15586085,A,51761,"PM60C ",AA
15586086,A,51762,"PM60C ",AA
15586087,A,51763,"PM60C ",AA
15586088,A,51764,"PM60C ",AA
15586089,A,51765,"PM60C ",AA
15586090,A,51766,"PM60C ",AA
15586091,A,51767,"PM60C ",AA
15586092,A,51768,"PM60C ",AA
15586093,A,51769,"PM60C ",AA
15586094,A,51770,"PM60C ",AA
15586095,A,51771,"PM60C ",AA
15586096,A,77841,"PM60C ",AA
15586097,A,77844,"PM60C ",AA
15586098,A,45612,"48PMA ",AA
15586099,A,77854,"PM60C ",AA
15586100,A,78107,"PM60D ",AA
15586101,A,78108,"PM60D ",AA
15586102,A,78110,"PM60E ",AA
15586103,A,78113,"PM60C ",AA
15586104,A,78118,"PM60C ",AA
15586105,A,78119,"PM60D ",AA
15586106,A,78121,"PM60C ",AA
15586107,A,78334,"PM60D ",AA
15586108,A,78336,"PM60C ",AA
15586109,A,78344,"PM60C ",AA
15586110,A,78345,"PM60C ",AA
15586111,A,78640,"PM60C ",AA
15586112,A,78649,"PM60C ",AA
15586113,A,78650,"PM60C ",AA
15586114,A,78652,"PM60C ",AA
15586115,A,78654,"PM60C ",AA
15586116,A,78655,"PM60C ",AA
15586117,A,78656,"PM60C ",AA
15586118,A,78657,"PM60C ",AA
15586119,A,82825,"PM60C ",AA
15586120,A,82827,"PM60D ",AA
15586121,A,82832,"PM60C ",AA
15586122,A,50985,"48PMN ",AA
15586123,A,82904,"PM60D ",AA
15586124,A,82912,"PM60C ",AA
15586125,A,82914,"PM60C ",AA
15586126,A,83048,"PM60C ",AA
15586127,A,83054,"PM60D ",AA
15586128,A,83058,"PM60C ",AA
15586129,A,83059,"PM60C ",AA
15586130,A,83065,"PM60C ",AA
15586131,A,83166,"PM60C ",AA
15586132,A,51423,"48PMN ",AA
15586133,A,49370,"PM60E ",AA
15586134,A,49746,"PM60C ",AA
15586135,A,49749,"PM60C ",AA
15586136,A,49750,"PM60C ",AA
15586137,A,49755,"PM60D ",AA
15586138,A,49760,"PM60C ",AA
15586139,A,49761,"PM60C ",AA
15586140,A,49762,"PM60C ",AA
15586141,A,27650,"48PMN ",AA
15586142,A,50638,"PM60C ",AA
15586143,A,50644,"PM60D ",AA
15586144,A,50647,"PM60D ",AA
15586145,A,50650,"PM60E ",AA
15586146,A,51148,"PM60C ",AA
15586147,A,51149,"PM60C ",AA
15586148,A,51151,"PM60C ",AA
15586149,A,51152,"PM60C ",AA
15586150,A,51153,"PM60C ",AA
15586151,A,51154,"PM60C ",AA
15586152,A,51155,"PM60E ",AA
15586153,A,51156,"PM60C ",AA
15586154,A,51157,"PM60C ",AA
15586155,A,51160,"PM60C ",AA
15586156,A,51165,"PM60C ",AA
15586157,A,51166,"PM60C ",AA
15586158,A,51173,"PM60C ",AA
15586159,A,51177,"PM60C ",AA
15586160,A,51178,"PM60C ",AA
15586161,A,51774,"PM60C ",AA
15586162,A,51775,"PM60C ",AA
15586163,A,51776,"PM60C ",AA
15586164,A,51792,"PM60C ",AA
15586165,A,51793,"PM60C ",AA
15586166,A,51794,"PM60C ",AA
15586167,A,51797,"PM60C ",AA
15586168,A,51798,"PM60C ",AA
15586169,A,78125,"PM60C ",AA
15586170,A,78128,"PM60D ",AA
15586171,A,45888,"48PMA ",AA
15586172,A,78133,"PM60G ",AA
15586173,A,78136,"PM60C ",AA
15586174,A,78138,"PM60D ",AA
15586175,A,78140,"PM60D ",AA
15586176,A,78352,"PM60F ",AA
15586177,A,78354,"PM60C ",AA
15586178,A,78355,"PM60F ",AA
15586179,A,78356,"PM60C ",AA
15586180,A,78364,"PM60D ",AA
15586181,A,78366,"PM60D ",AA
15586182,A,78367,"PM60G ",AA
15586183,A,78371,"PM60D ",AA
15586184,A,78660,"PM60C ",AA
15586185,A,78663,"PM60C ",AA
15586186,A,78664,"PM60C ",AA
15586187,A,78667,"PM60C ",AA
15586188,A,78668,"PM60C ",AA
15586189,A,78669,"PM60C ",AA
15586190,A,51438,"48PMN ",AA
15586191,A,51440,"48PMI ",AA
15586192,A,83391,"PM60C ",AA
15586193,A,83392,"PM60C ",AA
15586194,A,83393,"PM60C ",AA
15586195,A,83395,"PM60C ",AA
15586196,A,83404,"PM60C ",AA
15586197,A,83408,"PM60C ",AA
15586198,A,83409,"PM60C ",AA
15586199,A,83489,"PM60C ",AA
15586200,A,83495,"PM60C ",AA
15586201,A,83496,"PM60C ",AA
15586202,A,83503,"PM60C ",AA
15586203,A,83506,"PM60C ",AA
15586204,A,83640,"PM60C ",AA
15586205,A,83641,"PM60C ",AA
15586206,A,83645,"PM60C ",AA
15586207,A,83775,"PM60D ",AA
15586208,A,83785,"PM60C ",AA
15586209,A,83786,"PM60C ",AA
15586210,A,83787,"PM60C ",AA
15586211,A,83796,"PM60C ",AA
15586212,A,83797,"PM60C ",AA
15586213,A,83897,"PM60F ",AA
15586214,A,83902,"PM60C ",AA
15586215,A,83906,"PM60C ",AA
15586216,A,83909,"PM60C ",AA
15586217,A,83914,"PM60C ",AA
15586218,A,49384,"PM60C ",AA
15586219,A,49387,"PM60C ",AA
15586220,A,49391,"PM60D ",AA
15586221,A,49393,"PM60D ",AA
15586222,A,49782,"PM60C ",AA
15586223,A,49790,"PM60C ",AA
15586224,A,50167,"PM60C ",AA
15586225,A,50168,"PM60D ",AA
15586226,A,50169,"PM60D ",AA
15586227,A,50177,"PM60C ",AA
15586228,A,50661,"PM60C ",AA
15586229,A,50662,"PM60C ",AA
15586230,A,50663,"PM60C ",AA
15586231,A,50668,"PM60C ",AA
15586232,A,50670,"PM60C ",AA
15586233,A,50673,"PM60C ",AA
15586234,A,50679,"PM60C ",AA
15586235,A,50685,"PM60C ",AA
15586236,A,50689,"PM60C ",AA
15586237,A,50691,"PM60C ",AA
15586238,A,50694,"PM60C ",AA
15586239,A,51182,"PM60C ",AA
15586240,A,51184,"PM60C ",AA
15586241,A,51186,"PM60C ",AA
15586242,A,51187,"PM60C ",AA
15586243,A,51188,"PM60C ",AA
15586244,A,51191,"PM60C ",AA
15586245,A,51193,"PM60C ",AA
15586246,A,51202,"PM60C ",AA
15586247,A,51203,"PM60C ",AA
15586248,A,51205,"PM60C ",AA
15586249,A,51799,"PM60C ",AA
15586250,A,51800,"PM60C ",AA
15586251,A,51801,"PM60C ",AA
15586252,A,51802,"PM60C ",AA
15586253,A,51828,"PM60C ",AA
15586254,A,51829,"PM60C ",AA
15586255,A,78386,"PM60C ",AA
15586256,A,78391,"PM60C ",AA
15586257,A,78394,"PM60C ",AA
15586258,A,78678,"PM60C ",AA
15586259,A,78683,"PM60C ",AA
15586260,A,78684,"PM60C ",AA
15586261,A,78692,"PM60C ",AA
15586262,A,78693,"PM60C ",AA
15586263,A,83674,"PM60C ",AA
15586264,A,83680,"PM60C ",AA
15586265,A,83681,"PM60C ",AA
15586266,A,83691,"PM60C ",AA
15586267,A,83694,"PM60C ",AA
15586268,A,83826,"PM60C ",AA
15586269,A,83827,"PM60C ",AA
15586270,A,83828,"PM60C ",AA
15586271,A,83846,"PM60E ",AA
15586272,A,83849,"PM60C ",AA
15586273,A,83925,"PM60C ",AA
15586274,A,83927,"PM60C ",AA
15586275,A,83942,"PM60C ",AA
15586276,A,83948,"PM60C ",AA
15586277,A,83961,"PM60C ",AA
15586278,A,83963,"PM60C ",AA
15586279,A,83973,"PM60D ",AA
15586280,A,83975,"PM60D ",AA
15586281,A,83978,"PM60C ",AA
15586282,A,83985,"PM60C ",AA
15586283,A,83991,"PM60C ",AA
15586284,A,83994,"PM60C ",AA
15586285,A,84006,"PM60C ",AA
15586286,A,84008,"PM60C ",AA
15586287,A,82543,"PM60E ",AA
15586288,A,82544,"PM60E ",AA
15586289,A,82545,"PM60E ",AA
15586290,A,82546,"PM60F ",AA
15586291,A,82547,"PM60F ",AA
15586292,A,82548,"PM60E ",AA
15586293,A,82549,"PM60E ",AA
15586294,A,82550,"PM60E ",AA
15586295,A,82551,"PM60E ",AA
15586296,A,82552,"PM60E ",AA
15586297,A,82553,"PM60E ",AA
15586298,A,82554,"PM60E ",AA
15586299,A,82555,"PM60F ",AA
15586300,A,82556,"PM60E ",AA
15586301,A,82557,"PM60E ",AA
15586302,A,82558,"PM60E ",AA
15586303,A,82559,"PM60G ",AA
15586304,A,82560,"PM60E ",AA
15586305,A,82561,"PM60E ",AA
15586306,A,82562,"PM60E ",AA
15586307,A,82563,"PM60E ",AA
15586308,A,82564,"PM60E ",AA
15586309,A,82567,"PM60E ",AA
15586310,A,82568,"PM60E ",AA
15586311,A,82571,"PM60E ",AA
15586312,A,82572,"PM60E ",AA
15586313,A,82573,"PM60G ",AA
15586314,A,82574,"PM60G ",AA
15586315,A,82575,"PM60E ",AA
15586316,A,82577,"PM60E ",AA
15586317,A,82578,"PM60E ",AA
15586318,A,82632,"PM60E ",AA
15586319,A,82633,"PM60E ",AA
15586320,A,82634,"PM60E ",AA
15586321,A,82635,"PM60E ",AA
15586322,A,82636,"PM60E ",AA
15586323,A,82637,"PM60E ",AA
15586324,A,82638,"PM60E ",AA
15586325,A,82639,"PM60E ",AA
15586326,A,82640,"PM60E ",AA
15586327,A,82641,"PM60E ",AA
15586328,A,82642,"PM60E ",AA
15586329,A,82645,"PM60E ",AA
15586330,A,82647,"PM60E ",AA
15586331,A,82648,"PM60E ",AA
15586332,A,82649,"PM60E ",AA
15586333,A,82650,"PM60G ",AA
15586334,A,82651,"PM60E ",AA
15586335,A,82652,"PM60E ",AA
15586336,A,82654,"PM60F ",AA
15586337,A,82656,"PM60E ",AA
15586338,A,82657,"PM60E ",AA
15586339,A,82658,"PM60E ",AA
15586340,A,82659,"PM60E ",AA
15586341,A,82660,"PM60E ",AA
15586342,A,82662,"PM60G ",AA
15586343,A,82715,"PM60C ",AA
15586344,A,82724,"PM60C ",AA
15586345,A,82731,"PM60C ",AA
15586346,A,82734,"PM60C ",AA
15586347,A,82419,"PM60E ",AA
15586348,A,82423,"PM60E ",AA
15586349,A,82428,"PM60G ",AA
15586350,A,82429,"PM60E ",AA
15586351,A,82431,"PM60E ",AA
15586352,A,82436,"PM60E ",AA
15586353,A,82440,"PM60E ",AA
15586354,A,82443,"PM60F ",AA
15586355,A,82445,"PM60G ",AA
15586356,A,82449,"PM60E ",AA
15586357,A,82450,"PM60E ",AA
15586358,A,49396,"PM60D ",AA
15586359,A,49399,"PM60C ",AA
15586360,A,49410,"PM60D ",AA
15586361,A,49801,"PM60D ",AA
15586362,A,49814,"PM60C ",AA
15586363,A,49815,"PM60C ",AA
15586364,A,50180,"PM60C ",AA
15586365,A,50184,"PM60C ",AA
15586366,A,50195,"PM60C ",AA
15586367,A,50197,"PM60C ",AA
15586368,A,50198,"PM60C ",AA
15586369,A,50199,"PM60C ",AA
15586370,A,50201,"PM60C ",AA
15586371,A,50203,"PM60C ",AA
15586372,A,50204,"PM60C ",AA
15586373,A,50206,"PM60C ",AA
15586374,A,50207,"PM60C ",AA
15586375,A,50709,"PM60C ",AA
15586376,A,50713,"PM60C ",AA
15586377,A,50714,"PM60C ",AA
15586378,A,50717,"PM60C ",AA
15586379,A,50718,"PM60C ",AA
15586380,A,50727,"PM60C ",AA
15586381,A,51213,"PM60C ",AA
15586382,A,51214,"PM60C ",AA
15586383,A,51227,"PM60C ",AA
15586384,A,51229,"PM60C ",AA
15586385,A,51231,"PM60C ",AA
15586386,A,51232,"PM60C ",AA
15586387,A,78698,"PM60D ",AA
15586388,A,78699,"PM60D ",AA
15586389,A,46421,"48PMA ",AA
15586390,A,78704,"PM60C ",AA
15586391,A,82579,"PM60E ",AA
15586392,A,82580,"PM60E ",AA
15586393,A,82581,"PM60E ",AA
15586394,A,82582,"PM60F ",AA
15586395,A,82583,"PM60E ",AA
15586396,A,82584,"PM60E ",AA
15586397,A,82586,"PM60E ",AA
15586398,A,82587,"PM60E ",AA
15586399,A,82588,"PM60E ",AA
15586400,A,82589,"PM60E ",AA
15586401,A,82590,"PM60E ",AA
15586402,A,82593,"PM60E ",AA
15586403,A,82594,"PM60E ",AA
15586404,A,82596,"PM60E ",AA
15586405,A,82597,"PM60E ",AA
15586406,A,82598,"PM60E ",AA
15586407,A,82599,"PM60E ",AA
15586408,A,82600,"PM60E ",AA
15586409,A,82602,"PM60G ",AA
15586410,A,82603,"PM60E ",AA
15586411,A,82604,"PM60G ",AA
15586412,A,82605,"PM60G ",AA
15586413,A,82670,"PM60C ",AA
15586414,A,82679,"PM60C ",AA
15586415,A,82742,"PM60D ",AA
15586416,A,82743,"PM60D ",AA
15586417,A,82746,"PM60E ",AA
15586418,A,50912,"48PMA ",AA
15586419,A,82758,"PM60C ",AA
15586420,A,82764,"PM60C ",AA
15586421,A,49413,"PM60C ",AA
15586422,A,49417,"PM60C ",AA
15586423,A,49427,"PM60C ",AA
15586424,A,49825,"PM60C ",AA
15586425,A,50212,"PM60C ",AA
15586426,A,50230,"PM60C ",AA
15586427,A,50743,"PM60C ",AA
15586428,A,27870,"48PMA ",AA
15586429,A,50750,"PM60C ",AA
15586430,A,50751,"PM60C ",AA
15586431,A,50754,"PM60C ",AA
15586432,A,50755,"PM60C ",AA
15586433,A,50756,"PM60D ",AA
15586434,A,50764,"PM60C ",AA
15586435,A,51249,"PM60D ",AA
15586436,A,51253,"PM60C ",AA
15586437,A,51254,"PM60C ",AA
15586438,A,51255,"PM60C ",AA
15586439,A,51259,"PM60C ",AA
15586440,A,51261,"PM60C ",AA
15586441,A,51263,"PM60C ",AA
15586442,A,51267,"PM60C ",AA
15586443,A,51268,"PM60D ",AA
15586444,A,51270,"PM60C ",AA
15586445,A,51273,"PM60C ",AA
15586446,A,51277,"PM60C ",AA
15586447,A,51281,"PM60C ",AA
15586448,A,51284,"PM60C ",AA
15586449,A,82607,"PM60E ",AA
15586450,A,82609,"PM60E ",AA
15586451,A,82610,"PM60F ",AA
15586452,A,82611,"PM60E ",AA
15586453,A,82612,"PM60F ",AA
15586454,A,82613,"PM60F ",AA
15586455,A,82614,"PM60F ",AA
15586456,A,82616,"PM60F ",AA
15586457,A,82619,"PM60E ",AA
15586458,A,82623,"PM60F ",AA
15586459,A,82624,"PM60E ",AA
15586460,A,82626,"PM60E ",AA
15586461,A,82627,"PM60E ",AA
15586462,A,82628,"PM60E ",AA
15586463,A,82629,"PM60E ",AA
15586464,A,82631,"PM60E ",AA
15586465,A,82697,"PM60D ",AA
15586466,A,82698,"PM60C ",AA
15586467,A,82699,"PM60C ",AA
15586468,A,82705,"PM60F ",AA
15586469,A,82706,"PM60F ",AA
15586470,A,82708,"PM60G ",AA
15586471,A,82709,"PM60E ",AA
15586472,A,82710,"PM60F ",AA
15586473,A,82711,"PM60F ",AA
15586474,A,50449,"48PMG ",AA
15586475,A,82331,"PM60C ",AA
15586476,A,82342,"PM60C ",AA
15586477,A,82345,"PM60C ",AA
15586478,A,82451,"PM60E ",AA
15586479,A,82454,"PM60E ",AA
15586480,A,82457,"PM60E ",AA
15586481,A,82458,"PM60F ",AA
15586482,A,82460,"PM60E ",AA
15586483,A,82464,"PM60E ",AA
15586484,A,82466,"PM60E ",AA
15586485,A,82468,"PM60E ",AA
15586486,A,82469,"PM60E ",AA
15586487,A,82470,"PM60E ",AA
15586488,A,82472,"PM60E ",AA
15586489,A,82474,"PM60G ",AA
15586490,A,82476,"PM60E ",AA
15586491,A,82477,"PM60E ",AA
15586492,A,82481,"PM60E ",AA
15586493,A,82483,"PM60E ",AA
15586494,A,82484,"PM60E ",AA
15586495,A,83068,"PM60D ",AA
15586496,A,83075,"PM60C ",AA
15586497,A,83080,"PM60C ",AA
15586498,A,83091,"PM60C ",AA
15586499,A,83092,"PM60C ",AA
15586500,A,51528,"48PMI ",AA
15586501,A,83168,"PM60D ",AA
15586502,A,83169,"PM60G ",AA
15586503,A,83204,"PM60C ",AA
15586504,A,83207,"PM60C ",AA
15586505,A,83208,"PM60D ",AA
15586506,A,83211,"PM60C ",AA
15586507,A,83215,"PM60C ",AA
15586508,A,83216,"PM60C ",AA
15586509,A,83274,"PM60C ",AA
15586510,A,83277,"PM60C ",AA
15586511,A,83282,"PM60C ",AA
15586512,A,83289,"PM60C ",AA
15586513,A,49127,"PM60E ",AA
15586514,A,49128,"PM60E ",AA
15586515,A,49131,"PM60E ",AA
15586516,A,49132,"PM60E ",AA
15586517,A,49133,"PM60E ",AA
15586518,A,49134,"PM60E ",AA
15586519,A,49135,"PM60E ",AA
15586520,A,49136,"PM60E ",AA
15586521,A,49137,"PM60E ",AA
15586522,A,49138,"PM60E ",AA
15586523,A,49139,"PM60E ",AA
15586524,A,49436,"PM60D ",AA
15586525,A,49437,"PM60D ",AA
15586526,A,49439,"PM60F ",AA
15586527,A,49440,"PM60F ",AA
15586528,A,27206,"48PMC ",AA
15586529,A,49441,"PM60F ",AA
15586530,A,49442,"PM60E ",AA
15586531,A,49447,"PM60C ",AA
15586532,A,49448,"PM60C ",AA
15586533,A,49450,"PM60C ",AA
15586534,A,49452,"PM60C ",AA
15586535,A,27454,"48PMF ",AA
15586536,A,49861,"PM60C ",AA
15586537,A,49864,"PM60C ",AA
15586538,A,50231,"PM60C ",AA
15586539,A,50232,"PM60C ",AA
15586540,A,50233,"PM60C ",AA
15586541,A,50234,"PM60C ",AA
15586542,A,50255,"PM60C ",AA
15586543,A,50256,"PM60C ",AA
15586544,A,50257,"PM60C ",AA
15586545,A,50258,"PM60C ",AA
15586546,A,50261,"PM60D ",AA
15586547,A,50264,"PM60C ",AA
15586548,A,50265,"PM60C ",AA
15586549,A,50267,"PM60C ",AA
15586550,A,50770,"PM60C ",AA
15586551,A,50771,"PM60C ",AA
15586552,A,50774,"PM60C ",AA
15586553,A,50790,"PM60D ",AA
15586554,A,50800,"PM60C ",AA
15586555,A,51293,"PM60D ",AA
