_CustomObjectKey,Plano,Sorteio,Dia da semana,Semanalmente,Dispara dias antes,Ocorre_Apenas_Na_Primeira_Semana,Janeiro,Fevereiro,Marco,Abril,Maio,Junho,Julho,Agosto,Setembro,Outubro,Novembro,Dezembro,Premio_Email,Descricao
187,D60PM,Sorteio 1,Wednesday,False,-7,True,True,True,True,True,True,True,True,True,True,True,True,True,Prêmio de 10 vezes o valor da parcela,"sorteio mensal de 10 (dez) vezes o valor da última contribuição mensal, realizado na primeira quarta-feira de cada mês civil"
188,D60PM,Sorteio 2,Wednesday,False,-8,True,True,True,True,True,True,True,True,True,True,True,True,True,Prêmio de 100 vezes o valor da parcela,sorteio mensal realizado na primeira quarta-feira de cada mês civil
189,D60PM,Sorteio 3,Wednesday,False,-5,True,False,False,False,False,False,False,False,False,False,False,False,True,Prêmio de 10.000 vezes o valor da parcela,"Sorteio anual, realizado na primeira quarta-feira do mês de Dezembro"
190,E60PM,Sorteio 1,Wednesday,False,-7,True,True,True,True,True,True,True,True,True,True,True,True,True,Prêmio de 10 vezes o valor da parcela,"sorteio mensal de 10 (dez) vezes o valor da última contribuição mensal, realizado na primeira quarta-feira de cada mês civil"
191,E60PM,Sorteio 2,Wednesday,False,-8,True,True,True,True,True,True,True,True,True,True,True,True,True,Prêmio de 100 vezes o valor da parcela,sorteio mensal realizado na primeira quarta-feira de cada mês civil
192,E60PM,Sorteio 3,Wednesday,False,-5,True,False,False,False,False,False,False,False,False,False,False,False,True,Prêmio de 10.000 vezes o valor da parcela,"Sorteio anual, realizado na primeira quarta-feira do mês de Dezembro"
193,A36PP,Sorteio 1,Saturday,True,-5,False,True,True,True,True,True,True,True,True,True,True,True,True,"71,43 do valor do seu título PU","Sorteios semanais, realizados em todos os sábados de cada mês"
194,A36PP,Sorteio 2,Saturday,False,-4,True,False,False,False,False,True,False,False,False,False,False,True,False,"357,15 do valor do seu título PU","Sorteio semestral, realizado no primeiro sábado dos meses de Maio e Novembro"
195,B36PP,Sorteio 1,Saturday,True,-5,False,True,True,True,True,True,True,True,True,True,True,True,True,"71,43 do valor do seu título PU","Sorteios semanais, realizados em todos os sábados de cada mês"
196,B36PP,Sorteio 2,Saturday,False,-4,True,False,False,False,False,True,False,False,False,False,False,True,False,"357,15 do valor do seu título PU","Sorteio semestral, realizado no primeiro sábado dos meses de Maio e Novembro"
197,C36PP,Sorteio 1,Saturday,True,-5,False,True,True,True,True,True,True,True,True,True,True,True,True,"71,43 do valor do seu título PU","Sorteios semanais, realizados em todos os sábados de cada mês"
198,C36PP,Sorteio 2,Saturday,False,-4,True,False,False,False,False,True,False,False,False,False,False,True,False,"357,15 do valor do seu título PU","Sorteio semestral, realizado no primeiro sábado dos meses de Maio e Novembro"
