_CustomObjectKey,ID_TITULO,ID_SERIE,ID_PLANO,DATA_SORTEIO
415100,84445,AA,"PM488 ",2017-01-21
415101,88301,AA,"PM483 ",2017-01-21
415102,875800,AA,"PU36H ",2017-01-21
415103,882800,AA,"PU36H ",2017-01-21
415104,58512,AA,"PM485 ",2017-05-06
415105,672023,AA,"PM604 ",2017-02-11
415106,28920,AB,"PM604 ",2017-05-13
415107,360621,AD,"PU368 ",2017-05-27
415108,167646,AB,"PU36C ",2017-05-27
415109,121456,AA,"PM484 ",2017-01-14
415110,31465,AA,"PM24R ",2017-05-06
415111,1945204,AA,"PU12C ",2017-02-07
415112,14390,AB,"PM604 ",2017-02-11
415113,158818,AB,"PU36C ",2017-05-13
415114,180956,AA,"PM486 ",2017-05-27
415115,46003,AA,"PM363 ",2017-05-27
415116,34931,AB,"PU369 ",2017-01-14
415117,70462,AA,"PM604 ",2017-01-14
415118,101553,AA,"PM604 ",2017-01-14
415119,463829,AA,"PM60V ",2017-01-21
415120,1956537,AA,"PU12C ",2017-02-10
415121,1960831,AA,"PU12C ",2017-02-10
415122,1994458,AA,"PU12C ",2017-02-20
415123,714557,AA,"PM604 ",2017-05-13
415124,416546,AA,"PM604 ",2017-01-14
415125,2340121,AA,"PU12C ",2017-06-07
415126,176419,AD,"PU122 ",2017-06-03
415127,161492,AE,"PU122 ",2017-06-03
415128,107584,AA,"PM483 ",2017-02-11
415129,25626,AA,"PM363 ",2017-02-11
415130,997846,AA,"PU36H ",2017-02-11
415131,724689,AA,"PM604 ",2017-03-18
415132,1851961,AA,"PU12C ",2017-01-10
415133,200556,AA,"PM604 ",2017-05-27
415134,712935,AA,"PM604 ",2017-01-14
415135,783887,AA,"PM604 ",2017-01-14
415136,33263,AA,"PM604 ",2017-06-03
415137,346115,AA,"PM604 ",2017-06-03
415138,471272,AA,"PM604 ",2017-06-03
415139,9024,AA,"PM484 ",2017-03-18
415140,75148,AA,"PM601 ",2017-03-18
415141,12902,AA,"36PUA ",2019-11-06
415142,273,AA,"48PMA ",2019-11-06
415143,533,AA,"48PMA ",2019-11-06
415144,413465,AA,"PM488 ",2019-05-04
415145,622841,AA,"PM604 ",2020-11-07
415146,226933,AA,"PM486 ",2020-11-07
415147,55798,AA,"PM484 ",2019-05-18
415148,617526,AA,"PM485 ",2019-03-02
415149,68673,AA,"PM607 ",2019-03-02
415150,137950,AA,"PM48D ",2020-04-18
415151,3176,AA,"PMG48 ",2021-01-06
415152,146671,AA,"PM48G ",2019-07-06
415153,176250,AA,"PM48G ",2019-07-06
415154,187500,AA,"PM48G ",2019-07-06
415155,250915,AA,"PM48G ",2019-07-06
415156,230117,AA,"PM483 ",2019-07-20
415157,616483,AA,"PM60K ",2019-04-27
415158,52094,AA,"PM60C ",2019-05-01
415159,689168,AA,"PM60V ",2019-11-23
415160,201495,AA,"PM604 ",2019-11-23
415161,493923,AA,"PM604 ",2019-11-23
415162,403495,AA,"PM48G ",2020-11-07
415163,115154,AA,"PM363 ",2020-11-07
415164,128427,AA,"PM363 ",2020-11-07
415165,138113,AA,"PM48G ",2020-03-07
415166,165304,AA,"PM365 ",2019-03-02
415167,120901,AA,"PM48D ",2020-08-01
415168,11543,AC,"PU36C ",2020-08-01
415169,159947,AA,"PM483 ",2020-08-01
415170,375052,AA,"PM48G ",2020-11-07
415171,425553,AA,"PM483 ",2020-11-07
415172,435434,AA,"PU12P ",2019-03-20
415173,26597,AA,"PM604 ",2019-04-20
415174,272569,AA,"PM604 ",2019-04-20
415175,380790,AA,"PM604 ",2019-04-20
415176,144395,AA,"A60PM ",2020-10-07
415177,146178,AA,"A60PM ",2020-10-07
415178,768230,AA,"PM604 ",2020-05-16
415179,146531,AA,"PM48A ",2019-07-06
415180,231673,AA,"PM48A ",2019-07-06
415181,124827,AA,"PM488 ",2019-07-06
415182,421787,AA,"PM488 ",2020-06-06
415183,50178,AA,"PM606 ",2020-06-06
415184,66243,AA,"PM60C ",2019-05-01
415185,53508,AA,"PM60C ",2019-05-01
415186,682285,AA,"PM604 ",2019-11-23
415187,234173,AA,"PM483 ",2020-11-07
415188,470191,AA,"PM483 ",2020-11-07
415189,245113,AA,"PM488 ",2020-11-07
415190,483971,AA,"PU12P ",2019-05-15
415191,85759,AA,"PM24D ",2021-01-02
415192,13945,AC,"PU36C ",2021-01-02
415193,165325,AA,"PM363 ",2019-03-02
415194,1981,AA,"48PMA ",2019-11-06
415195,544154,AA,"PM604 ",2019-05-04
415196,8122,AD,"PU36C ",2020-08-01
415197,48160,AA,"PM363 ",2020-08-01
415198,137251,AA,"PM48I ",2020-08-01
415199,498984,AA,"PM604 ",2020-08-01
415200,230114,AA,"PM48G ",2020-11-07
415201,167728,AC,"PU36H ",2020-11-07
415202,394889,AA,"PM489 ",2020-11-07
415203,266432,AA,"PM48J ",2020-11-07
415204,49524,AA,"PM606 ",2020-11-07
415205,275129,AA,"PM488 ",2020-11-07
415206,599164,AA,"PM604 ",2019-05-18
415207,726763,AA,"PM604 ",2019-05-18
415208,215609,AA,"PM48G ",2019-05-18
415209,579780,AA,"PM604 ",2019-04-20
415210,27884,AA,"PM606 ",2019-04-20
415211,279792,AA,"PM488 ",2019-04-20
415212,284794,AA,"PM488 ",2019-04-20
415213,73860,AA,"PM365 ",2019-04-20
415214,155483,AA,"A48PM ",2020-10-07
415215,147557,AA,"B60PM ",2020-10-07
415216,147694,AA,"D60PM ",2020-10-07
415217,20982,AA,"PME60 ",2021-01-06
415218,202002,AA,"PM488 ",2019-07-06
415219,208465,AA,"PM488 ",2019-07-06
415220,54279,AA,"PM60C ",2019-05-01
415221,49892,AA,"PM60D ",2019-05-01
415222,50234,AA,"A60PM ",2020-08-05
415223,482,AA,"C36PM ",2020-08-05
415224,127350,AA,"PM604 ",2019-08-24
415225,268784,AA,"PM48H ",2020-11-07
415226,517318,AA,"PM489 ",2020-08-15
415227,280331,AA,"PM483 ",2019-11-02
415228,557302,AB,"PU36H ",2019-03-02
415229,104433,AA,"PM367 ",2019-05-04
415230,376253,AA,"PM489 ",2019-05-04
415231,386624,AA,"PM489 ",2019-05-04
415232,143555,AA,"PM48D ",2020-08-01
415233,178389,AA,"PM488 ",2020-08-01
415234,728592,AA,"PM604 ",2020-04-18
415235,415214,AA,"PM48A ",2020-11-07
415236,282305,AA,"PM483 ",2019-04-20
415237,283452,AA,"PM483 ",2019-04-20
415238,724385,AA,"PM60V ",2019-10-12
415239,150866,AA,"C48PM ",2020-10-07
415240,228322,AA,"PM488 ",2020-12-26
415241,8271,AA,"PMA48 ",2021-01-06
415242,10537,AA,"PMA48 ",2021-01-06
415243,223366,AA,"PM488 ",2019-07-06
415244,401522,AB,"PU36C ",2020-06-06
415245,111849,AA,"PM24D ",2020-06-06
415246,506572,AA,"PM488 ",2020-06-06
415247,447555,AA,"PM48I ",2020-06-06
415248,24893,AA,"36PM2 ",2020-06-06
415249,580673,AA,"PM604 ",2020-11-28
415250,20003,AB,"PM604 ",2020-11-28
415251,22529,AB,"PM604 ",2020-11-28
415252,47690,AB,"PM604 ",2020-11-28
415253,87952,AA,"PM363 ",2020-11-21
415254,88633,AA,"PM363 ",2020-11-21
415255,302672,AA,"PM488 ",2019-11-02
415256,365989,AA,"PM601 ",2018-12-08
415257,482084,AA,"PM601 ",2018-12-08
415258,410193,AA,"PM604 ",2019-12-21
415259,514939,AA,"PM604 ",2019-12-21
415260,113139,AA,"PM363 ",2019-05-04
415261,108167,AA,"PM365 ",2019-05-04
415262,356503,AA,"PM483 ",2019-05-04
415263,409829,AA,"PM483 ",2019-05-04
415264,41520,AA,"PM605 ",2019-05-04
415265,457992,AA,"PM48G ",2020-11-07
415266,368266,AA,"PM488 ",2020-11-07
415267,45211,AA,"PM606 ",2020-11-07
415268,229027,AA,"PM483 ",2020-11-07
415269,103978,AA,"PM488 ",2021-01-02
415270,99820,AA,"PM60C ",2021-01-06
415271,111652,AA,"PM485 ",2019-07-06
415272,142138,AA,"PM483 ",2019-07-06
415273,51431,AA,"PM60C ",2019-05-01
415274,80449,AA,"PM484 ",2019-10-19
415275,131758,AA,"PM604 ",2019-10-19
415276,375501,AA,"PU12P ",2020-08-21
415277,625456,AA,"PM604 ",2020-04-11
415278,309751,AA,"PM48G ",2019-11-02
415279,9793,AB,"PM604 ",2019-11-02
415280,363489,AA,"PM483 ",2019-05-04
415281,407332,AA,"PM488 ",2019-05-04
415282,45831,AC,"PU36C ",2020-08-01
415283,27694,AA,"PM606 ",2020-11-07
415284,616542,AA,"PM483 ",2019-02-23
415285,166321,AA,"PM367 ",2019-02-23
415286,803819,AA,"PM604 ",2019-11-02
415287,224281,AA,"PM48O ",2019-11-02
415288,287542,AA,"PM483 ",2019-11-02
415289,101226,AA,"PM60C ",2021-01-06
415290,102551,AA,"PM60D ",2021-01-06
415291,16752,AA,"PME60 ",2021-01-06
415292,29222,AA,"PMG48 ",2021-01-06
415293,156261,AA,"F48PM ",2020-12-02
415294,127068,AA,"A60PM ",2020-12-02
415295,52280,AA,"PM607 ",2020-06-06
415296,725843,AA,"PU12P ",2019-12-18
415297,111620,AA,"PM484 ",2020-03-14
415298,412176,AA,"PM604 ",2020-03-14
415299,564945,AA,"PM604 ",2020-03-14
415300,4470,AA,"B60PM ",2020-11-04
415301,4743,AA,"A60PM ",2020-11-04
415302,21065,AA,"PMA36 ",2020-11-04
415303,1431,AA,"A60PM ",2020-11-04
415304,141758,AA,"A48PM ",2020-12-02
415305,141994,AA,"A48PM ",2020-12-02
415306,144082,AA,"A48PM ",2020-12-02
415307,144296,AA,"A48PM ",2020-12-02
415308,149757,AA,"A48PM ",2020-12-02
415309,114282,AA,"PUA24 ",2020-12-05
415310,154827,AA,"PM363 ",2020-12-05
415311,571261,AA,"PM488 ",2020-12-05
415312,197050,AA,"PM488 ",2019-11-02
415313,446390,AA,"PU36C ",2019-11-02
415314,739790,AA,"PM604 ",2018-12-08
415315,572390,AA,"PM48A ",2018-12-08
415316,152872,AA,"PM367 ",2018-12-08
415317,313226,AA,"PM604 ",2018-12-22
415318,497373,AA,"PM604 ",2018-12-22
415319,749296,AA,"PM604 ",2018-12-22
415320,58202,AB,"PM604 ",2018-12-22
415321,518238,AA,"PM604 ",2019-05-04
415322,394976,AA,"PM488 ",2019-05-04
415323,406177,AA,"PM483 ",2019-05-04
415324,243,AA,"PM607 ",2020-08-01
415325,54964,AA,"PUE36 ",2020-08-01
415326,764978,AA,"PM604 ",2020-08-22
415327,1032,AH,"PU36W ",2020-11-07
415328,251964,AA,"PM48D ",2020-11-07
415329,136137,AA,"PM485 ",2021-01-02
415330,159596,AA,"PM604 ",2019-07-13
415331,278195,AA,"PM604 ",2019-07-13
415332,797179,AA,"PM604 ",2019-10-26
415333,666976,AA,"PU12P ",2019-11-18
415334,143985,AC,"PU36C ",2019-10-05
415335,220672,AA,"PM48H ",2019-10-05
415336,80205,AA,"PM488 ",2020-02-01
415337,97542,AA,"PM489 ",2019-08-17
415338,80938,AA,"PM483 ",2020-03-07
415339,24916,AA,"PM488 ",2020-03-07
415340,8478,AA,"PM607 ",2020-03-07
415341,623048,AA,"PU12P ",2019-08-01
415342,237176,AA,"PM604 ",2019-09-28
415343,238732,AA,"PM604 ",2019-09-28
415344,452536,AA,"PM604 ",2019-09-28
415345,725605,AA,"PM604 ",2019-01-19
415346,764980,AA,"PM604 ",2019-01-19
415347,2812,AB,"PM604 ",2019-01-19
415348,706124,AA,"PU12P ",2019-11-27
415349,645269,AA,"PM604 ",2019-12-28
415350,596382,AA,"PM604 ",2019-12-28
415351,792067,AA,"PM604 ",2019-12-28
415352,754834,AA,"PM604 ",2019-08-10
415353,784803,AA,"PM604 ",2019-08-10
415354,39428,AB,"PM604 ",2019-10-05
415355,61872,AA,"PM363 ",2019-10-05
415356,209910,AA,"PM483 ",2020-03-07
415357,199974,AA,"PM48O ",2020-03-07
415358,192673,AA,"PM483 ",2020-03-07
415359,36145,AA,"PM486 ",2020-03-07
415360,82809,AA,"PM488 ",2020-03-07
415361,246333,AB,"PU36C ",2020-03-07
415362,809803,AA,"PM604 ",2020-03-07
415363,114731,AA,"PM488 ",2020-03-07
415364,87311,AA,"PM488 ",2020-03-07
415365,48834,AA,"48PMG ",2020-01-01
415366,55220,AA,"48PMD ",2020-01-01
415367,47459,AA,"48PMG ",2020-01-01
415368,57537,AA,"48PMA ",2020-01-01
415369,31101,AB,"PM604 ",2019-12-28
415370,814016,AA,"PM604 ",2019-12-28
415371,513387,AA,"PM604 ",2018-11-17
415372,381599,AA,"PM601 ",2019-01-26
415373,517407,AA,"PM601 ",2019-01-26
415374,127118,AA,"PM484 ",2019-01-26
415375,484760,AA,"PM60V ",2019-01-26
415376,586315,AA,"PM60V ",2019-01-26
415377,79050,AA,"PM604 ",2019-01-26
415378,324009,AA,"PM604 ",2019-08-10
415379,40513,AA,"PM60V ",2019-08-10
415380,303542,AA,"PM604 ",2019-08-10
415381,678724,AA,"PM604 ",2019-08-10
415382,116908,AA,"PM486 ",2020-03-07
415383,302634,AA,"PM483 ",2019-10-05
415384,78561,AA,"PM60C ",2020-01-01
415385,69297,AA,"PM60C ",2020-01-01
415386,69726,AA,"PM60E ",2020-01-01
415387,679278,AA,"PM604 ",2019-01-26
415388,34008,AB,"PM604 ",2019-01-26
415389,3383125,AA,"PU12C ",2019-01-23
415390,231364,AB,"PU36H ",2020-03-07
415391,78557,AA,"PM24D ",2020-03-07
415392,195878,AA,"PM48A ",2020-03-07
415393,192951,AC,"PU36C ",2020-03-07
415394,246330,AA,"PM486 ",2020-02-01
415395,13819,AA,"PM607 ",2020-02-01
415396,75402,AA,"PM24D ",2019-10-05
415397,111402,AA,"PM24D ",2019-10-05
415398,8748,AA,"36PM2 ",2019-10-05
415399,11492,AA,"36PM2 ",2019-10-05
415400,42819,AA,"48PME ",2020-01-01
415401,81170,AA,"PM60G ",2020-01-01
415402,534099,AA,"PM604 ",2020-01-11
415403,259067,AB,"PU36C ",2019-10-05
415404,22847,AA,"PM48F ",2020-02-01
415405,596324,AA,"PM48H ",2019-01-26
415406,116983,AA,"PM483 ",2020-03-07
415407,22710,AA,"PM488 ",2020-03-07
415408,27387,AA,"PM484 ",2018-11-10
415409,344777,AA,"PM604 ",2018-11-10
415410,359192,AA,"PU36C ",2019-10-05
415411,3422806,AA,"PU12C ",2019-02-27
415412,3416266,AA,"PU12C ",2019-02-27
415413,80822,AA,"PM60D ",2020-01-01
415414,4374,AA,"36PMJ ",2020-01-01
415415,44467,AA,"48PMA ",2020-01-01
415416,37867,AA,"48PMA ",2020-01-01
415417,197639,AB,"PU36C ",2020-02-01
415418,580393,AA,"PU12P ",2019-07-10
415419,117875,AA,"PM483 ",2020-03-07
415420,47663,AA,"PMH48 ",2019-08-07
415421,544201,AA,"PM604 ",2018-11-10
415422,623653,AA,"PM604 ",2018-11-10
415423,756162,AA,"PM604 ",2018-11-10
415424,802841,AA,"PM604 ",2018-11-10
415425,16008,AA,"PM607 ",2019-10-05
415426,17380,AA,"PM607 ",2019-10-05
415427,28886,AA,"PM607 ",2019-10-05
415428,29200,AA,"PM607 ",2019-10-05
415429,102579,AA,"PM60C ",2019-06-05
415430,10773,AA,"PMN48 ",2019-06-05
415431,186430,AA,"PM488 ",2020-02-01
415432,108414,AA,"PM485 ",2020-02-01
415433,210803,AA,"PM488 ",2020-03-07
415434,124219,AA,"PM488 ",2020-03-07
415435,9118,AA,"PM607 ",2020-03-07
415436,555281,AA,"PM48H ",2018-11-10
415437,554075,AA,"PM483 ",2018-11-10
415438,7769,AA,"PM604 ",2018-11-10
415439,50214,AB,"PM604 ",2018-11-10
415440,259515,AA,"PM72P ",2019-04-17
415441,32402,AA,"PM607 ",2019-10-05
415442,840,AA,"PMH48 ",2019-06-05
415443,11159,AA,"PME60 ",2019-06-05
415444,1280,AA,"PMC60 ",2019-06-05
415445,37313,AA,"PMC60 ",2019-08-07
415446,36739,AA,"PMD60 ",2019-08-07
415447,6797,AA,"PMA36 ",2019-08-07
415448,103206,AA,"PM488 ",2020-02-01
415449,294597,AA,"PM483 ",2020-01-18
415450,199095,AA,"PM604 ",2019-06-08
415451,516549,AA,"PM601 ",2018-11-17
415452,336586,AA,"PM48O ",2019-10-05
415453,84893,AA,"PM36G ",2019-10-05
415454,55687,AA,"PM36F ",2019-10-05
415455,3787,AA,"PMC60 ",2019-06-05
415456,10360,AA,"PMC60 ",2019-06-05
415457,10858,AA,"PMC60 ",2019-06-05
415458,667296,AA,"PM604 ",2019-01-19
415459,31347,AA,"PMC60 ",2019-08-07
415460,3413087,AA,"PU12C ",2019-02-08
415461,18971,AA,"PM488 ",2020-02-01
415462,6999,AA,"PM607 ",2020-02-01
415463,718328,AA,"PM604 ",2020-01-25
415464,302175,AA,"PM604 ",2019-06-08
415465,760105,AA,"PM604 ",2019-06-08
415466,379057,AA,"PM604 ",2019-11-09
415467,85130,AA,"PM484 ",2018-11-17
415468,37552,AB,"PM604 ",2018-11-17
415469,241942,AA,"PM48H ",2019-10-05
415470,2872,AA,"PMA48 ",2019-06-05
415471,3912,AA,"PMA48 ",2019-06-05
415472,43952,AA,"PMA48 ",2019-08-07
415473,38380,AA,"PMC60 ",2019-08-07
415474,37066,AA,"PMF48 ",2019-08-07
415475,38694,AA,"PM363 ",2020-02-01
415476,61486,AA,"PM363 ",2020-02-01
415477,66180,AA,"PM363 ",2020-02-01
415478,56485,AA,"PM366 ",2020-02-01
415479,287518,AA,"PM488 ",2020-02-01
415480,337446,AA,"PM604 ",2020-01-25
415481,22422,AA,"PM48H ",2020-02-01
415482,242030,AA,"PM483 ",2020-02-01
415483,654190,AA,"PM60K ",2019-06-22
415484,110667,AA,"PM484 ",2019-06-22
415485,63482,AA,"PM604 ",2019-06-22
415486,557430,AA,"PM48H ",2019-06-01
415487,435955,AA,"PM60V ",2018-11-17
415488,209493,AA,"PM488 ",2019-10-05
415489,250815,AA,"PM488 ",2019-10-05
415490,580614,AA,"PM604 ",2019-07-13
415491,366130,AA,"PM601 ",2018-12-15
415492,203793,AA,"PM483 ",2020-02-01
415493,65300,AA,"PM363 ",2020-02-01
415494,211808,AA,"PM488 ",2020-02-01
415495,266497,AA,"PM488 ",2020-02-01
415496,48524,AA,"PM363 ",2020-02-01
415497,744180,AA,"PM60V ",2020-02-01
415498,11913,AA,"PM607 ",2020-02-01
415499,199272,AA,"PM483 ",2020-02-01
415500,25054,AA,"PM488 ",2020-02-01
415501,559628,AA,"PU12P ",2019-06-06
415502,691050,AA,"PM604 ",2019-06-22
415503,59527,AA,"PM483 ",2020-03-07
415504,189895,AA,"PM483 ",2020-03-07
415505,68333,AA,"PM483 ",2020-03-07
415506,1051,QN,"PM24P ",2018-11-21
415507,285744,AA,"PM488 ",2019-10-05
415508,320630,AA,"PM488 ",2019-10-05
415509,110063,AA,"PM604 ",2019-07-27
415510,1824687,AA,"PU12C ",2017-01-04
415511,86830,AA,"PM483 ",2017-05-06
415512,55062,AA,"PM481 ",2017-05-06
415513,570752,AA,"PM604 ",2017-05-13
415514,771802,AA,"PM604 ",2017-05-13
415515,2953,AA,"PM601 ",2017-01-14
415516,322470,AA,"PM601 ",2017-01-14
415517,439931,AA,"PM601 ",2017-01-14
415518,20890,AA,"PM363 ",2017-01-21
415519,748370,AA,"PM60V ",2017-01-21
415520,60548,AA,"PM488 ",2017-05-06
415521,43164,AA,"PM363 ",2017-05-06
415522,592860,AA,"PM604 ",2017-05-06
415523,17432,AA,"PM363 ",2017-05-06
415524,1886649,AA,"PU12C ",2017-01-24
415525,629113,AA,"PM604 ",2017-02-11
415526,636304,AA,"PM604 ",2017-02-11
415527,27546,AA,"PM364 ",2017-05-13
415528,49046,AB,"PM604 ",2017-05-27
415529,14866,AA,"PM364 ",2017-05-27
415530,80654,AA,"PM484 ",2017-01-14
415531,60505,AA,"PM60V ",2017-01-14
415532,137617,AA,"PM60V ",2017-01-14
415533,87323,AA,"PM483 ",2017-01-21
415534,815528,AA,"PM604 ",2017-05-06
415535,6055,AA,"PM607 ",2017-05-06
415536,19606,AA,"PM363 ",2017-05-06
415537,55956,AA,"PM483 ",2017-05-06
415538,149170,AB,"PU36C ",2017-05-06
415539,71125,AA,"PM481 ",2017-05-06
415540,1937608,AA,"PU12C ",2017-02-07
415541,775353,AA,"PM604 ",2017-02-11
415542,812423,AA,"PM604 ",2017-02-11
415543,42809,AB,"PM604 ",2017-02-11
415544,50252,AA,"PM364 ",2017-02-11
415545,175661,AA,"PM48O ",2017-05-13
415546,43851,AA,"PM365 ",2017-05-13
415547,29081,AA,"PM484 ",2017-05-13
415548,179327,AA,"PM483 ",2017-05-27
415549,180730,AA,"PM483 ",2017-05-27
415550,788855,AA,"PM60V ",2017-01-14
415551,17535,AA,"PM604 ",2017-01-14
415552,43039,AA,"PM604 ",2017-01-14
415553,1964267,AA,"PU12C ",2017-02-10
415554,106049,AA,"PM488 ",2017-02-11
415555,106749,AA,"PM488 ",2017-02-11
415556,431646,AA,"PM604 ",2017-01-14
415557,2337308,AA,"PU12C ",2017-06-07
415558,381423,AA,"PU369 ",2017-06-03
415559,616333,AA,"PM604 ",2017-03-18
415560,683687,AA,"PM604 ",2017-03-18
415561,708389,AA,"PM604 ",2017-03-18
415562,730926,AA,"PM604 ",2017-03-18
415563,549,AB,"PU36C ",2017-02-11
415564,504147,AA,"PM601 ",2017-04-08
415565,2185718,AA,"PU12C ",2017-04-18
415566,101629,AA,"PM484 ",2017-05-13
415567,161218,AA,"PM601 ",2017-05-27
415568,32713,AA,"PM484 ",2017-05-27
415569,431219,AA,"PM603 ",2017-05-27
415570,718013,AA,"PM604 ",2017-01-14
415571,274107,AA,"PM604 ",2017-06-03
415572,11102,AA,"36PUA ",2019-11-06
415573,98044,AA,"PM365 ",2019-05-04
415574,381145,AA,"PM483 ",2019-05-04
415575,358397,AA,"PM483 ",2019-05-04
415576,75073,AA,"PM24S ",2020-08-01
415577,68412,AA,"PM483 ",2020-08-01
415578,131938,AA,"PM483 ",2020-04-18
415579,138175,AA,"PM483 ",2020-04-18
415580,1230,AA,"PMF48 ",2021-01-06
415581,88696,AA,"PM60E ",2021-01-06
415582,16965,AA,"PMB48 ",2021-01-06
415583,152109,AA,"PM48G ",2019-07-06
415584,197059,AA,"PM48G ",2019-07-06
415585,234124,AA,"PM48G ",2019-07-06
415586,56441,AA,"PM363 ",2019-07-20
415587,58908,AA,"PM363 ",2019-07-20
415588,66905,AA,"PM60C ",2019-05-01
415589,511396,AA,"PM604 ",2019-11-23
415590,102988,AA,"PM363 ",2020-11-07
415591,615207,AA,"PM485 ",2019-03-02
415592,611099,AA,"PM483 ",2019-03-02
415593,558,AA,"PM60D ",2019-11-06
415594,215521,AA,"PM604 ",2019-05-04
415595,113211,AA,"PM367 ",2019-05-04
415596,106202,AA,"PM24D ",2019-05-04
415597,373151,AA,"PM483 ",2019-05-04
415598,103202,AA,"PM24R ",2019-05-04
415599,105333,AA,"PM363 ",2019-05-04
415600,107238,AA,"PM485 ",2020-08-01
415601,131264,AA,"PM488 ",2020-08-01
415602,457241,AA,"PM48G ",2020-11-07
415603,214448,AA,"PM604 ",2019-05-18
415604,485816,AA,"PM604 ",2019-05-18
415605,301311,AA,"PM604 ",2019-04-20
415606,146953,AA,"A60PM ",2020-10-07
415607,147310,AA,"A60PM ",2020-10-07
415608,148760,AA,"A60PM ",2020-10-07
415609,508975,AA,"PM604 ",2020-05-16
415610,8525,AA,"PMF60 ",2021-01-06
415611,166220,AA,"PM48A ",2019-07-06
415612,49685,AA,"PM367 ",2019-07-06
415613,118769,AA,"PM488 ",2019-07-06
415614,426426,AA,"PM489 ",2020-06-06
415615,69016,AA,"PM60C ",2019-05-01
415616,40996,AA,"48PMA ",2019-05-01
415617,71471,AA,"PM60C ",2019-05-01
415618,344,AB,"PM604 ",2019-11-23
415619,19388,AA,"A36PM ",2020-08-05
415620,88900,AA,"A48PM ",2020-08-05
415621,63626,AA,"A60PM ",2020-08-05
415622,89323,AA,"B48PM ",2020-08-05
415623,520077,AA,"PU12P ",2019-05-15
415624,508941,AA,"PM483 ",2020-08-15
415625,764411,AA,"PM604 ",2021-01-02
415626,93759,AA,"PM24D ",2021-01-02
415627,618515,AA,"PM483 ",2019-03-02
415628,7483,AA,"PM60C ",2019-11-06
415629,463152,AA,"PU36C ",2019-05-04
415630,242596,AB,"PU36C ",2019-05-04
415631,149997,AA,"PM48G ",2020-08-01
415632,818620,AA,"PM604 ",2019-05-18
415633,42709,AA,"36PM2 ",2019-05-18
415634,664896,AA,"PM604 ",2019-04-20
415635,150247,AA,"B48PM ",2020-10-07
415636,156642,AA,"B48PM ",2020-10-07
415637,65005,AA,"48PMA ",2021-01-06
415638,57298,AA,"48PMA ",2021-01-06
415639,157418,AA,"PM488 ",2019-07-06
415640,131769,AA,"PM366 ",2020-06-06
415641,105086,AA,"PM366 ",2020-06-06
415642,8756,AA,PU068D,2019-05-01
415643,52495,AA,"PM60C ",2019-05-01
415644,34023,AA,"48PMA ",2019-05-01
415645,92849,AA,"D48PM ",2020-08-05
415646,49379,AA,"A60PM ",2020-08-05
415647,85425,AA,"A48PM ",2020-08-05
415648,488311,AA,"PM604 ",2019-08-24
415649,814157,AA,"PM60V ",2019-08-24
415650,401129,AA,"PM488 ",2020-11-07
415651,426645,AA,"PM488 ",2020-11-07
415652,444160,AA,"PM489 ",2020-11-07
415653,285840,AA,"PM48A ",2020-11-07
415654,455811,AA,"PM48G ",2020-11-07
415655,351839,AA,"PM48H ",2020-11-07
415656,903254,AA,"PU36H ",2019-03-02
415657,461231,AA,"PM488 ",2019-12-21
415658,710225,AA,"PM604 ",2019-12-21
415659,463732,AA,"PM485 ",2019-12-21
415660,46887,AB,"PM604 ",2019-12-21
415661,109443,AA,"PM365 ",2019-05-04
415662,367002,AA,"PM483 ",2019-05-04
415663,479229,AD,"PU367 ",2019-05-04
415664,111016,AA,"PM363 ",2019-05-04
415665,116069,AA,"PM488 ",2020-08-01
415666,130233,AA,"PM365 ",2020-11-07
415667,72658,AA,"PM484 ",2019-10-12
415668,802259,AA,"PM60V ",2019-10-12
415669,245541,AA,"PM486 ",2019-07-06
415670,31735,AA,"PM365 ",2019-07-06
415671,385392,AA,"PM483 ",2020-06-06
415672,420724,AA,"PM489 ",2020-06-06
415673,511767,AA,"PM486 ",2020-06-06
415674,35713,AA,"48PMA ",2019-05-01
415675,73396,AA,"PM60D ",2019-05-01
415676,92104,AA,"A48PM ",2020-08-05
415677,67095,EE,"PM48E ",2020-11-11
415678,746628,AA,"PM604 ",2020-11-28
415679,756789,AA,"PM604 ",2020-11-28
415680,331470,AA,"PM488 ",2020-11-21
415681,35891,AA,"36PM4 ",2020-12-05
415682,19486,AA,"PM607 ",2019-11-02
415683,81228,AA,"PM484 ",2018-12-08
415684,465395,AA,"PM483 ",2019-12-21
415685,97028,AA,"PM363 ",2019-05-04
415686,371783,AA,"PM483 ",2019-05-04
415687,700312,AA,"PM604 ",2020-08-01
415688,7690,AA,"PM606 ",2020-08-01
415689,127967,AA,"PM488 ",2020-08-01
415690,182444,AA,"PM485 ",2020-08-01
415691,436532,AA,"PM487 ",2020-11-07
415692,241710,AA,"PM48D ",2020-11-07
415693,190700,AB,"PU36C ",2019-11-02
415694,98287,AA,"PM60C ",2021-01-06
415695,95662,AA,"PM60C ",2021-01-06
415696,12310,AA,"PMK48 ",2021-01-06
415697,22042,AA,"PMA48 ",2021-01-06
415698,5424,AA,"36PMK ",2021-01-06
415699,117648,AA,"PM363 ",2020-06-06
415700,55154,AA,"PM607 ",2020-06-06
415701,398387,AA,"PM489 ",2020-06-06
415702,58459,AA,"PM60C ",2019-05-01
415703,803196,AA,"PM604 ",2019-10-19
415704,19499,AA,"PM488 ",2019-10-19
