_CustomObjectKey,CODIGO_PEDIDO
868,0000095178 - Venda Ativa
869,0000095186 - Venda Ativa
870,0000101549 - Venda Ativa
871,0000095179 - Venda Ativa
872,0000101544 - Venda Ativa
873,0000101541 - Venda Ativa
874,0000095176 - Venda Ativa
875,0000095184 - Venda Ativa
876,0000101547 - Venda Ativa
877,0000095177 - Venda Ativa
878,0000101542 - Venda Ativa
879,0000095191 - Venda Ativa
880,0000101610 - Venda Ativa
881,0000101607 - Venda Ativa
882,0000095190 - Venda Ativa
883,0000101608 - Venda Ativa
884,0000101570 - Venda Ativa
885,0000101565 - Venda Ativa
886,0000101606 - Venda Ativa
887,0000095189 - Venda Ativa
888,0000101605 - Venda Ativa
889,0000101559 - Venda Ativa
890,0000101582 - Venda Ativa
891,0000095164 - Venda Ativa
892,0000095157 - Venda Ativa
893,0000101694 - Venda Ativa
894,0000101515 - Venda Ativa
895,0000095156 - Venda Ativa
896,0000101532 - Venda Ativa
897,0000095169 - Venda Ativa
898,0000101522 - Venda Ativa
899,0000095163 - Venda Ativa
900,0000101695 - Venda Ativa
901,0000101516 - Venda Ativa
902,0000095170 - Venda Ativa
903,0000101533 - Venda Ativa
904,0000101534 - Venda Ativa
905,0000101521 - Venda Ativa
906,0000095161 - Venda Ativa
907,0000101513 - Venda Ativa
908,0000101514 - Venda Ativa
909,0000095162 - Venda Ativa
910,0000095153 - Venda Ativa
911,0000101511 - Venda Ativa
912,0000101628 - Venda Ativa
913,0000101512 - Venda Ativa
914,0000095160 - Venda Ativa
915,0000101520 - Venda Ativa
916,0000101629 - Venda Ativa
917,0000095183 - Venda Ativa
918,0000095174 - Venda Ativa
919,0000101540 - Venda Ativa
920,0000101609 - Venda Ativa
921,0000095168 - Venda Ativa
922,0000095182 - Venda Ativa
923,0000101546 - Venda Ativa
924,0000095175 - Venda Ativa
925,0000095166 - Venda Ativa
926,0000101538 - Venda Ativa
927,0000101525 - Venda Ativa
928,0000095173 - Venda Ativa
929,0000101526 - Venda Ativa
930,0000095181 - Venda Ativa
931,0000101545 - Venda Ativa
932,0000095167 - Venda Ativa
933,0000101527 - Venda Ativa
934,0000101535 - Venda Ativa
935,0000095171 - Venda Ativa
936,0000101524 - Venda Ativa
937,0000101637 - Venda Ativa
938,0000095165 - Venda Ativa
939,0000101537 - Venda Ativa
940,0000095172 - Venda Ativa
941,0000101536 - Venda Ativa
942,0000101489 - Venda Ativa
943,0000095093 - Venda Ativa
944,0000101505 - Venda Ativa
945,0000101487 - Venda Ativa
946,0000095092 - Venda Ativa
947,0000101496 - Venda Ativa
948,0000101506 - Venda Ativa
949,0000101488 - Venda Ativa
950,0000101484 - Venda Ativa
951,0000101494 - Venda Ativa
952,0000101486 - Venda Ativa
953,0000101485 - Venda Ativa
954,0000095091 - Venda Ativa
955,0000101495 - Venda Ativa
956,0000095084 - Venda Ativa
957,0000095083 - Venda Ativa
958,0000101493 - Venda Ativa
959,0000101483 - Venda Ativa
960,0000095159 - Venda Ativa
961,0000095151 - Venda Ativa
962,0000101509 - Venda Ativa
963,0000095158 - Venda Ativa
964,0000101510 - Venda Ativa
965,0000095152 - Venda Ativa
966,0000101499 - Venda Ativa
967,0000101501 - Venda Ativa
968,0000095142 - Venda Ativa
969,0000101500 - Venda Ativa
970,0000095141 - Venda Ativa
971,0000101503 - Venda Ativa
972,0000095144 - Venda Ativa
973,0000101502 - Venda Ativa
974,0000095143 - Venda Ativa
975,0000101508 - Venda Ativa
976,0000095146 - Venda Ativa
977,0000101504 - Venda Ativa
978,0000095145 - Venda Ativa
979,0000101517 - Venda Ativa
980,0000095134 - Venda Ativa
981,0000101507 - Venda Ativa
982,0000101498 - Venda Ativa
983,0000101473 - Venda Ativa
984,0000101470 - Venda Ativa
985,0000101472 - Venda Ativa
986,0000095150 - Venda Ativa
987,0000095154 - Venda Ativa
988,0000101480 - Venda Ativa
989,0000101479 - Venda Ativa
990,0000101492 - Venda Ativa
991,0000101491 - Venda Ativa
992,0000101481 - Venda Ativa
993,0000101482 - Venda Ativa
994,0000101603 - Venda Ativa
995,0000101477 - Venda Ativa
996,0000101476 - Venda Ativa
997,0000101478 - Venda Ativa
998,0000101474 - Venda Ativa
999,0000101475 - Venda Ativa
1000,0000101519 - Venda Ativa
1001,0000101518 - Venda Ativa
1002,0000101490 - Venda Ativa
1003,0000101497 - Venda Ativa
1004,0000101692 - Venda Ativa
1005,0000101678 - Venda Ativa
1006,0000101679 - Venda Ativa
1007,0000101677 - Venda Ativa
1008,0000101671 - Venda Ativa
1009,0000101691 - Venda Ativa
1010,0000101690 - Venda Ativa
1011,0000101660 - Venda Ativa
1012,0000101670 - Venda Ativa
1013,0000101689 - Venda Ativa
1014,0000101687 - Venda Ativa
1015,0000101697 - Venda Ativa
1016,0000101688 - Venda Ativa
1017,0000101693 - Venda Ativa
1018,0000101696 - Venda Ativa
1019,0000095890 - Venda Ativa
1020,0000095888 - Venda Ativa
1021,0000095896 - Venda Ativa
1022,0000095889 - Venda Ativa
1023,0000095894 - Venda Ativa
1024,0000095887 - Venda Ativa
1025,0000095895 - Venda Ativa
1026,0000095883 - Venda Ativa
1027,0000095885 - Venda Ativa
1028,0000095893 - Venda Ativa
1029,0000095886 - Venda Ativa
1030,0000095892 - Venda Ativa
1031,0000095891 - Venda Ativa
1032,0000095874 - Venda Ativa
1033,0000095880 - Venda Ativa
1034,0000095873 - Venda Ativa
1035,0000095881 - Venda Ativa
1036,0000095878 - Venda Ativa
1037,0000095871 - Venda Ativa
1038,0000095879 - Venda Ativa
1039,0000095872 - Venda Ativa
1040,0000095877 - Venda Ativa
1041,0000095870 - Venda Ativa
1042,0000095884 - Venda Ativa
1043,0000095882 - Venda Ativa
1044,0000095856 - Venda Ativa
1045,0000095849 - Venda Ativa
1046,0000095862 - Venda Ativa
1047,0000095855 - Venda Ativa
1048,0000095863 - Venda Ativa
1049,0000095848 - Venda Ativa
1050,0000095853 - Venda Ativa
1051,0000095854 - Venda Ativa
1052,0000095852 - Venda Ativa
1053,0000095869 - Venda Ativa
1054,0000095867 - Venda Ativa
1055,0000095875 - Venda Ativa
1056,0000095860 - Venda Ativa
1057,0000095868 - Venda Ativa
1058,0000095876 - Venda Ativa
1059,0000095861 - Venda Ativa
1060,0000095858 - Venda Ativa
1061,0000095866 - Venda Ativa
1062,0000095859 - Venda Ativa
1063,0000095864 - Venda Ativa
1064,0000095857 - Venda Ativa
1065,0000095865 - Venda Ativa
1066,0000095851 - Venda Ativa
1067,0000095850 - Venda Ativa
1068,0000095847 - Venda Ativa
1069,0000095846 - Venda Ativa
1070,0000095836 - Venda Ativa
1071,0000095844 - Venda Ativa
1072,0000095831 - Venda Ativa
1073,0000095845 - Venda Ativa
1074,0000095833 - Venda Ativa
1075,0000095834 - Venda Ativa
1076,0000095827 - Venda Ativa
1077,0000095841 - Venda Ativa
1078,0000095828 - Venda Ativa
1079,0000095843 - Venda Ativa
1080,0000095842 - Venda Ativa
1081,0000095830 - Venda Ativa
1082,0000095840 - Venda Ativa
1083,0000095794 - Venda Ativa
1084,0000095819 - Venda Ativa
1085,0000095793 - Venda Ativa
1086,0000095807 - Venda Ativa
1087,0000095796 - Venda Ativa
1088,0000095795 - Venda Ativa
1089,0000095798 - Venda Ativa
1090,0000095789 - Venda Ativa
1091,0000095804 - Venda Ativa
1092,0000095790 - Venda Ativa
1093,0000095791 - Venda Ativa
1094,0000095785 - Venda Ativa
1095,0000095786 - Venda Ativa
1096,0000095803 - Venda Ativa
1097,0000095802 - Venda Ativa
1098,0000095787 - Venda Ativa
1099,0000095783 - Venda Ativa
1100,0000095801 - Venda Ativa
1101,0000095773 - Venda Ativa
1102,0000095816 - Venda Ativa
1103,0000095825 - Venda Ativa
1104,0000095817 - Venda Ativa
1105,0000095839 - Venda Ativa
1106,0000095826 - Venda Ativa
1107,0000095818 - Venda Ativa
1108,0000095824 - Venda Ativa
1109,0000095837 - Venda Ativa
1110,0000095813 - Venda Ativa
1111,0000095815 - Venda Ativa
1112,0000095814 - Venda Ativa
1113,0000095838 - Venda Ativa
1114,0000095821 - Venda Ativa
1115,0000095809 - Venda Ativa
1116,0000095822 - Venda Ativa
1117,0000095823 - Venda Ativa
1118,0000095808 - Venda Ativa
1119,0000095799 - Venda Ativa
1120,0000096109 - Venda Ativa
1121,0000096133 - Venda Ativa
1122,0000096080 - Venda Ativa
1123,0000096082 - Venda Ativa
1124,0000096092 - Venda Ativa
1125,0000096156 - Venda Ativa
1126,0000096125 - Venda Ativa
1127,0000096123 - Venda Ativa
1128,0000096118 - Venda Ativa
1129,0000096110 - Venda Ativa
1130,0000096073 - Venda Ativa
1131,0000096070 - Venda Ativa
1132,0000095690 - Venda Ativa
1133,0000095644 - Venda Ativa
1134,0000095649 - Venda Ativa
1135,0000095655 - Venda Ativa
1136,0000095764 - Venda Ativa
1137,0000095744 - Venda Ativa
1138,0000095774 - Venda Ativa
1139,0000095743 - Venda Ativa
1140,0000095765 - Venda Ativa
1141,0000095746 - Venda Ativa
1142,0000095745 - Venda Ativa
1143,0000095762 - Venda Ativa
1144,0000095739 - Venda Ativa
1145,0000095763 - Venda Ativa
1146,0000095741 - Venda Ativa
1147,0000095761 - Venda Ativa
1148,0000095737 - Venda Ativa
1149,0000095738 - Venda Ativa
1150,0000095716 - Venda Ativa
1151,0000095735 - Venda Ativa
1152,0000095734 - Venda Ativa
1153,0000095717 - Venda Ativa
1154,0000095771 - Venda Ativa
1155,0000095800 - Venda Ativa
1156,0000095782 - Venda Ativa
1157,0000095772 - Venda Ativa
1158,0000095768 - Venda Ativa
1159,0000095778 - Venda Ativa
1160,0000095770 - Venda Ativa
1161,0000095766 - Venda Ativa
1162,0000095776 - Venda Ativa
1163,0000095767 - Venda Ativa
1164,0000095775 - Venda Ativa
1165,0000095748 - Venda Ativa
1166,0000095747 - Venda Ativa
1167,0000095750 - Venda Ativa
1168,0000095749 - Venda Ativa
1169,0000095753 - Venda Ativa
1170,0000095751 - Venda Ativa
1171,0000095708 - Venda Ativa
1172,0000095718 - Venda Ativa
1173,0000095752 - Venda Ativa
1174,0000095701 - Venda Ativa
1175,0000095719 - Venda Ativa
1176,0000095707 - Venda Ativa
1177,0000095706 - Venda Ativa
1178,0000095705 - Venda Ativa
1179,0000095754 - Venda Ativa
1180,0000095756 - Venda Ativa
1181,0000095755 - Venda Ativa
1182,0000095758 - Venda Ativa
1183,0000095715 - Venda Ativa
1184,0000095757 - Venda Ativa
1185,0000095714 - Venda Ativa
1186,0000095730 - Venda Ativa
1187,0000095760 - Venda Ativa
1188,0000095733 - Venda Ativa
1189,0000095759 - Venda Ativa
1190,0000095732 - Venda Ativa
1191,0000095723 - Venda Ativa
1192,0000095722 - Venda Ativa
1193,0000095725 - Venda Ativa
1194,0000095712 - Venda Ativa
1195,0000095727 - Venda Ativa
1196,0000095729 - Venda Ativa
1197,0000095713 - Venda Ativa
1198,0000095728 - Venda Ativa
1199,0000095720 - Venda Ativa
1200,0000095711 - Venda Ativa
1201,0000095721 - Venda Ativa
1202,0000095702 - Venda Ativa
1203,0000095710 - Venda Ativa
1204,0000095703 - Venda Ativa
1205,0000095699 - Venda Ativa
1206,0000095698 - Venda Ativa
1207,0000095704 - Venda Ativa
1208,0000095688 - Venda Ativa
1209,0000095687 - Venda Ativa
1210,0000095689 - Venda Ativa
1211,0000095685 - Venda Ativa
1212,0000095686 - Venda Ativa
1213,0000095684 - Venda Ativa
1214,0000095694 - Venda Ativa
1215,0000095695 - Venda Ativa
1216,0000095697 - Venda Ativa
1217,0000095693 - Venda Ativa
1218,0000095692 - Venda Ativa
1219,0000095700 - Venda Ativa
1220,0000095691 - Venda Ativa
1221,0000095682 - Venda Ativa
1222,0000095683 - Venda Ativa
1223,0000102054 - Venda Ativa
1224,0000095668 - Venda Ativa
1225,0000095660 - Venda Ativa
1226,0000096177 - Venda Ativa
1227,0000096172 - Venda Ativa
1228,0000096179 - Venda Ativa
1229,0000096629 - Venda Ativa
1230,0000096637 - Venda Ativa
1231,0000096598 - Venda Ativa
1232,0000096576 - Venda Ativa
1233,0000096585 - Venda Ativa
1234,0000096572 - Venda Ativa
1235,0000096566 - Venda Ativa
1236,0000096568 - Venda Ativa
1237,0000096567 - Venda Ativa
1238,0000096537 - Venda Ativa
1239,0000096536 - Venda Ativa
1240,0000096509 - Venda Ativa
1241,0000096521 - Venda Ativa
1242,0000096516 - Venda Ativa
1243,0000096499 - Venda Ativa
1244,0000096532 - Venda Ativa
1245,0000096557 - Venda Ativa
1246,0000096544 - Venda Ativa
1247,0000096531 - Venda Ativa
1248,0000096543 - Venda Ativa
1249,0000096540 - Venda Ativa
1250,0000096538 - Venda Ativa
1251,0000096360 - Venda Ativa
1252,0000096359 - Venda Ativa
1253,0000096362 - Venda Ativa
1254,0000096361 - Venda Ativa
1255,0000096364 - Venda Ativa
1256,0000096363 - Venda Ativa
1257,0000096467 - Venda Ativa
1258,0000096461 - Venda Ativa
1259,0000096447 - Venda Ativa
1260,0000096484 - Venda Ativa
1261,0000096458 - Venda Ativa
1262,0000096459 - Venda Ativa
1263,0000096512 - Venda Ativa
1264,0000096514 - Venda Ativa
1265,0000096513 - Venda Ativa
1266,0000096491 - Venda Ativa
1267,0000096481 - Venda Ativa
1268,0000096477 - Venda Ativa
1269,0000096450 - Venda Ativa
1270,0000100577 - Venda Ativa
1271,0000100581 - Venda Ativa
1272,0000100578 - Venda Ativa
1273,0000100575 - Venda Ativa
1274,0000100574 - Venda Ativa
1275,0000100567 - Venda Ativa
1276,0000100560 - Venda Ativa
1277,0000100565 - Venda Ativa
1278,0000100566 - Venda Ativa
1279,0000100559 - Venda Ativa
1280,0000100553 - Venda Ativa
1281,0000100544 - Venda Ativa
1282,0000100546 - Venda Ativa
1283,0000100986 - Venda Ativa
1284,0000101114 - Venda Ativa
1285,0000101107 - Venda Ativa
1286,0000101106 - Venda Ativa
1287,0000101109 - Venda Ativa
1288,0000101104 - Venda Ativa
1289,0000100535 - Venda Ativa
1290,0000100526 - Venda Ativa
1291,0000100511 - Venda Ativa
1292,0000100506 - Venda Ativa
1293,0000101181 - Venda Ativa
1294,0000101190 - Venda Ativa
1295,0000101182 - Venda Ativa
1296,0000101180 - Venda Ativa
1297,0000101189 - Venda Ativa
1298,0000101178 - Venda Ativa
1299,0000101179 - Venda Ativa
1300,0000101186 - Venda Ativa
1301,0000101187 - Venda Ativa
1302,0000101188 - Venda Ativa
1303,0000101185 - Venda Ativa
1304,0000101183 - Venda Ativa
1305,0000101192 - Venda Ativa
1306,0000101184 - Venda Ativa
1307,0000101174 - Venda Ativa
1308,0000101173 - Venda Ativa
1309,0000101191 - Venda Ativa
1310,0000101162 - Venda Ativa
1311,0000101170 - Venda Ativa
1312,0000101163 - Venda Ativa
1313,0000101171 - Venda Ativa
1314,0000101160 - Venda Ativa
1315,0000101169 - Venda Ativa
1316,0000101161 - Venda Ativa
1317,0000101167 - Venda Ativa
1318,0000101159 - Venda Ativa
1319,0000101158 - Venda Ativa
1320,0000101151 - Venda Ativa
1321,0000101175 - Venda Ativa
1322,0000101177 - Venda Ativa
1323,0000101176 - Venda Ativa
1324,0000101172 - Venda Ativa
1325,0000101164 - Venda Ativa
1326,0000101144 - Venda Ativa
1327,0000101152 - Venda Ativa
1328,0000101142 - Venda Ativa
1329,0000101143 - Venda Ativa
1330,0000101141 - Venda Ativa
1331,0000101140 - Venda Ativa
1332,0000101156 - Venda Ativa
1333,0000101165 - Venda Ativa
1334,0000101149 - Venda Ativa
1335,0000101157 - Venda Ativa
1336,0000101166 - Venda Ativa
1337,0000101150 - Venda Ativa
1338,0000101147 - Venda Ativa
1339,0000101155 - Venda Ativa
1340,0000101148 - Venda Ativa
1341,0000101146 - Venda Ativa
1342,0000101154 - Venda Ativa
1343,0000101145 - Venda Ativa
1344,0000101153 - Venda Ativa
1345,0000101067 - Venda Ativa
1346,0000101068 - Venda Ativa
1347,0000101062 - Venda Ativa
1348,0000101064 - Venda Ativa
1349,0000101055 - Venda Ativa
1350,0000101049 - Venda Ativa
1351,0000101051 - Venda Ativa
1352,0000101047 - Venda Ativa
1353,0000101042 - Venda Ativa
1354,0000101118 - Venda Ativa
1355,0000101034 - Venda Ativa
1356,0000101036 - Venda Ativa
1357,0000101084 - Venda Ativa
1358,0000101089 - Venda Ativa
1359,0000101082 - Venda Ativa
1360,0000101120 - Venda Ativa
1361,0000101649 - Venda Ativa
1362,0000101617 - Venda Ativa
1363,0000101616 - Venda Ativa
1364,0000101651 - Venda Ativa
1365,0000101650 - Venda Ativa
1366,0000101618 - Venda Ativa
1367,0000101652 - Venda Ativa
1368,0000101615 - Venda Ativa
1369,0000101614 - Venda Ativa
1370,0000101720 - Venda Ativa
1371,0000101722 - Venda Ativa
1372,0000101721 - Venda Ativa
1373,0000101654 - Venda Ativa
1374,0000101664 - Venda Ativa
1375,0000101666 - Venda Ativa
1376,0000101665 - Venda Ativa
1377,0000101653 - Venda Ativa
1378,0000095199 - Venda Ativa
1379,0000101642 - Venda Ativa
1380,0000101641 - Venda Ativa
1381,0000101644 - Venda Ativa
1382,0000101643 - Venda Ativa
1383,0000101646 - Venda Ativa
1384,0000101645 - Venda Ativa
1385,0000101640 - Venda Ativa
1386,0000101639 - Venda Ativa
1387,0000095100 - Venda Ativa
1388,0000095113 - Venda Ativa
1389,0000095104 - Venda Ativa
1390,0000095138 - Venda Ativa
1391,0000101466 - Venda Ativa
1392,0000101468 - Venda Ativa
1393,0000101467 - Venda Ativa
1394,0000101469 - Venda Ativa
1395,0000101728 - Venda Ativa
1396,0000101729 - Venda Ativa
1397,0000101718 - Venda Ativa
1398,0000101717 - Venda Ativa
1399,0000101723 - Venda Ativa
1400,0000101719 - Venda Ativa
1401,0000101724 - Venda Ativa
1402,0000101727 - Venda Ativa
1403,0000101726 - Venda Ativa
1404,0000101716 - Venda Ativa
1405,0000101715 - Venda Ativa
1406,0000101714 - Venda Ativa
1407,0000101713 - Venda Ativa
1408,0000101712 - Venda Ativa
1409,0000101710 - Venda Ativa
1410,0000101711 - Venda Ativa
1411,0000101709 - Venda Ativa
1412,0000101703 - Venda Ativa
1413,0000101705 - Venda Ativa
1414,0000101704 - Venda Ativa
1415,0000101706 - Venda Ativa
1416,0000101708 - Venda Ativa
1417,0000101707 - Venda Ativa
1418,0000101676 - Venda Ativa
1419,0000101675 - Venda Ativa
1420,0000101657 - Venda Ativa
1421,0000101659 - Venda Ativa
1422,0000101658 - Venda Ativa
1423,0000101672 - Venda Ativa
1424,0000101674 - Venda Ativa
1425,0000101673 - Venda Ativa
1426,0000101668 - Venda Ativa
1427,0000101667 - Venda Ativa
1428,0000101669 - Venda Ativa
1429,0000101656 - Venda Ativa
1430,0000101700 - Venda Ativa
1431,0000101699 - Venda Ativa
1432,0000101702 - Venda Ativa
1433,0000101701 - Venda Ativa
1434,0000101698 - Venda Ativa
1435,0000101686 - Venda Ativa
1436,0000101681 - Venda Ativa
1437,0000101680 - Venda Ativa
1438,0000101683 - Venda Ativa
1439,0000101682 - Venda Ativa
1440,0000101685 - Venda Ativa
1441,0000101684 - Venda Ativa
1442,0000102018 - Venda Ativa
1443,0000102016 - Venda Ativa
1444,0000102015 - Venda Ativa
1445,0000102013 - Venda Ativa
1446,0000102014 - Venda Ativa
1447,0000102007 - Venda Ativa
1448,0000101997 - Venda Ativa
1449,0000102006 - Venda Ativa
1450,0000101989 - Venda Ativa
1451,0000101986 - Venda Ativa
1452,0000102050 - Venda Ativa
1453,0000101996 - Venda Ativa
1454,0000101988 - Venda Ativa
1455,0000102005 - Venda Ativa
1456,0000101987 - Venda Ativa
1457,0000102004 - Venda Ativa
1458,0000101983 - Venda Ativa
1459,0000101995 - Venda Ativa
1460,0000101994 - Venda Ativa
1461,0000101985 - Venda Ativa
1462,0000101984 - Venda Ativa
1463,0000102012 - Venda Ativa
1464,0000102002 - Venda Ativa
1465,0000102011 - Venda Ativa
1466,0000102003 - Venda Ativa
1467,0000102009 - Venda Ativa
1468,0000102000 - Venda Ativa
1469,0000102001 - Venda Ativa
1470,0000102010 - Venda Ativa
1471,0000101998 - Venda Ativa
1472,0000102008 - Venda Ativa
1473,0000101999 - Venda Ativa
1474,0000101965 - Venda Ativa
1475,0000101964 - Venda Ativa
1476,0000101973 - Venda Ativa
1477,0000101957 - Venda Ativa
1478,0000101972 - Venda Ativa
1479,0000101966 - Venda Ativa
1480,0000101962 - Venda Ativa
1481,0000101956 - Venda Ativa
1482,0000101963 - Venda Ativa
1483,0000101971 - Venda Ativa
1484,0000101953 - Venda Ativa
1485,0000101961 - Venda Ativa
1486,0000101954 - Venda Ativa
1487,0000101955 - Venda Ativa
1488,0000101992 - Venda Ativa
1489,0000101982 - Venda Ativa
1490,0000101993 - Venda Ativa
1491,0000101991 - Venda Ativa
1492,0000101969 - Venda Ativa
1493,0000102023 - Venda Ativa
1494,0000101981 - Venda Ativa
1495,0000101970 - Venda Ativa
1496,0000101979 - Venda Ativa
1497,0000101978 - Venda Ativa
1498,0000101990 - Venda Ativa
1499,0000101980 - Venda Ativa
1500,0000101975 - Venda Ativa
1501,0000101974 - Venda Ativa
1502,0000101976 - Venda Ativa
1503,0000101967 - Venda Ativa
1504,0000101937 - Venda Ativa
1505,0000101946 - Venda Ativa
1506,0000101931 - Venda Ativa
1507,0000101938 - Venda Ativa
1508,0000101935 - Venda Ativa
1509,0000101936 - Venda Ativa
1510,0000101934 - Venda Ativa
1511,0000101960 - Venda Ativa
1512,0000101951 - Venda Ativa
1513,0000101950 - Venda Ativa
1514,0000101941 - Venda Ativa
1515,0000101940 - Venda Ativa
1516,0000101959 - Venda Ativa
1517,0000101943 - Venda Ativa
1518,0000101952 - Venda Ativa
1519,0000101942 - Venda Ativa
1520,0000101945 - Venda Ativa
1521,0000101944 - Venda Ativa
1522,0000101948 - Venda Ativa
1523,0000101958 - Venda Ativa
1524,0000101949 - Venda Ativa
1525,0000101947 - Venda Ativa
1526,0000101939 - Venda Ativa
1527,0000101932 - Venda Ativa
1528,0000101933 - Venda Ativa
1529,0000102020 - Venda Ativa
1530,0000102021 - Venda Ativa
1531,0000102045 - Venda Ativa
1532,0000102046 - Venda Ativa
1533,0000102044 - Venda Ativa
1534,0000102037 - Venda Ativa
1535,0000102036 - Venda Ativa
1536,0000102043 - Venda Ativa
1537,0000102041 - Venda Ativa
1538,0000102034 - Venda Ativa
1539,0000102035 - Venda Ativa
1540,0000102042 - Venda Ativa
1541,0000102051 - Venda Ativa
1542,0000102048 - Venda Ativa
1543,0000102047 - Venda Ativa
1544,0000102049 - Venda Ativa
1545,0000102025 - Venda Ativa
1546,0000102026 - Venda Ativa
1547,0000102024 - Venda Ativa
1548,0000102022 - Venda Ativa
1549,0000102019 - Venda Ativa
1550,0000102030 - Venda Ativa
1551,0000102031 - Venda Ativa
1552,0000102040 - Venda Ativa
1553,0000102033 - Venda Ativa
1554,0000102032 - Venda Ativa
1555,0000102038 - Venda Ativa
1556,0000102039 - Venda Ativa
1557,0000102028 - Venda Ativa
1558,0000102029 - Venda Ativa
1559,0000102027 - Venda Ativa
1560,0000101306 - Venda Ativa
1561,0000101201 - Venda Ativa
1562,0000101305 - Venda Ativa
1563,0000101303 - Venda Ativa
1564,0000101304 - Venda Ativa
1565,0000083373 - Venda Ativa
1566,0000101577 - Venda Ativa
1567,0000101555 - Venda Ativa
1568,0000101576 - Venda Ativa
1569,0000101579 - Venda Ativa
1570,0000101557 - Venda Ativa
1571,0000101578 - Venda Ativa
1572,0000101556 - Venda Ativa
1573,0000101573 - Venda Ativa
1574,0000101574 - Venda Ativa
1575,0000101551 - Venda Ativa
1576,0000101550 - Venda Ativa
1577,0000101553 - Venda Ativa
1578,0000101575 - Venda Ativa
1579,0000101552 - Venda Ativa
1580,0000101554 - Venda Ativa
1581,0000101548 - Venda Ativa
1582,0000101572 - Venda Ativa
1583,0000101571 - Venda Ativa
1584,0000101597 - Venda Ativa
1585,0000101596 - Venda Ativa
1586,0000101598 - Venda Ativa
1587,0000101591 - Venda Ativa
1588,0000101566 - Venda Ativa
1589,0000101590 - Venda Ativa
1590,0000101593 - Venda Ativa
1591,0000101569 - Venda Ativa
1592,0000101592 - Venda Ativa
1593,0000101568 - Venda Ativa
1594,0000101595 - Venda Ativa
1595,0000101594 - Venda Ativa
1596,0000101563 - Venda Ativa
1597,0000101585 - Venda Ativa
1598,0000101562 - Venda Ativa
1599,0000101584 - Venda Ativa
1600,0000101564 - Venda Ativa
1601,0000101587 - Venda Ativa
1602,0000101586 - Venda Ativa
1603,0000101589 - Venda Ativa
1604,0000101588 - Venda Ativa
1605,0000101581 - Venda Ativa
1606,0000101580 - Venda Ativa
1607,0000101558 - Venda Ativa
1608,0000101561 - Venda Ativa
1609,0000101583 - Venda Ativa
1610,0000101560 - Venda Ativa
1611,0000101531 - Venda Ativa
1612,0000101530 - Venda Ativa
1613,0000101528 - Venda Ativa
1614,0000101529 - Venda Ativa
1615,0000101335 - Venda Ativa
1616,0000101333 - Venda Ativa
1617,0000101334 - Venda Ativa
1618,0000101332 - Venda Ativa
1619,0000101331 - Venda Ativa
1620,0000101325 - Venda Ativa
1621,0000101318 - Venda Ativa
1622,0000101326 - Venda Ativa
1623,0000101317 - Venda Ativa
1624,0000101324 - Venda Ativa
1625,0000101213 - Venda Ativa
1626,0000101322 - Venda Ativa
1627,0000101323 - Venda Ativa
1628,0000101316 - Venda Ativa
1629,0000101330 - Venda Ativa
1630,0000101337 - Venda Ativa
1631,0000101329 - Venda Ativa
1632,0000101336 - Venda Ativa
1633,0000101327 - Venda Ativa
1634,0000101328 - Venda Ativa
1635,0000101319 - Venda Ativa
1636,0000101207 - Venda Ativa
1637,0000101208 - Venda Ativa
1638,0000101320 - Venda Ativa
1639,0000101211 - Venda Ativa
1640,0000101321 - Venda Ativa
1641,0000101219 - Venda Ativa
1642,0000101217 - Venda Ativa
1643,0000101848 - Venda Ativa
1644,0000101849 - Venda Ativa
1645,0000101847 - Venda Ativa
1646,0000101846 - Venda Ativa
1647,0000101844 - Venda Ativa
1648,0000101845 - Venda Ativa
1649,0000101854 - Venda Ativa
1650,0000101855 - Venda Ativa
1651,0000101850 - Venda Ativa
1652,0000101851 - Venda Ativa
1653,0000101853 - Venda Ativa
1654,0000101852 - Venda Ativa
1655,0000101843 - Venda Ativa
1656,0000101842 - Venda Ativa
1657,0000101841 - Venda Ativa
1658,0000101840 - Venda Ativa
1659,0000101930 - Venda Ativa
1660,0000101928 - Venda Ativa
1661,0000101929 - Venda Ativa
1662,0000101906 - Venda Ativa
1663,0000101894 - Venda Ativa
1664,0000101893 - Venda Ativa
1665,0000101917 - Venda Ativa
1666,0000101890 - Venda Ativa
1667,0000101902 - Venda Ativa
1668,0000101891 - Venda Ativa
1669,0000101918 - Venda Ativa
1670,0000101904 - Venda Ativa
1671,0000101903 - Venda Ativa
1672,0000101892 - Venda Ativa
1673,0000101919 - Venda Ativa
1674,0000101900 - Venda Ativa
1675,0000101889 - Venda Ativa
1676,0000101901 - Venda Ativa
1677,0000101907 - Venda Ativa
1678,0000101899 - Venda Ativa
1679,0000101888 - Venda Ativa
1680,0000101908 - Venda Ativa
1681,0000101887 - Venda Ativa
1682,0000101927 - Venda Ativa
1683,0000101925 - Venda Ativa
1684,0000101915 - Venda Ativa
1685,0000101926 - Venda Ativa
1686,0000101916 - Venda Ativa
1687,0000101911 - Venda Ativa
1688,0000101910 - Venda Ativa
1689,0000101924 - Venda Ativa
1690,0000101912 - Venda Ativa
1691,0000101913 - Venda Ativa
1692,0000101914 - Venda Ativa
1693,0000101921 - Venda Ativa
1694,0000101909 - Venda Ativa
1695,0000101923 - Venda Ativa
1696,0000101867 - Venda Ativa
