_CustomObjectKey,MCI
13873241,600411468
13873242,600801762
13873243,306949774
13873244,910961088
13873245,421683482
13873246,603388568
13873247,102839680
13873248,909258157
13873249,307199577
13873250,415966399
13873251,500286854
13873252,32203620
13873253,500757782
13873254,200091616
13873255,935541793
13873256,700277336
13873257,210765535
13873258,205100405
13873259,417473495
13873260,210108
13873261,463448
13873262,307290054
13873263,500939906
13873264,903871718
13873265,305699071
13873266,600191505
13873267,423245555
13873268,200263968
13873269,100951041
13873270,200717072
13873271,203758111
13873272,401254678
13873273,913180050
13873274,205663618
13873275,200969749
13873276,602585095
13873277,907903547
13873278,1064868
13873279,400389350
13873280,900374695
13873281,101143329
13873282,824736293
13873283,400638523
13873284,800788361
13873285,802273627
13873286,910302429
13873287,700229138
13873288,922411229
13873289,202357025
13873290,101026487
13873291,200768140
13873292,803170517
13873293,601731002
13873294,600653741
13873295,828190682
13873296,602208317
13873297,101197157
13873298,510144393
13873299,514083
13873300,600823414
13873301,204225141
13873302,400386529
13873303,923823462
13873304,307279346
13873305,908305169
13873306,200525017
13873307,700049013
13873308,410401327
13873309,601031643
13873310,200929349
13873311,828811237
13873312,101499840
13873313,100823128
13873314,700720197
13873315,800114661
13873316,101275387
13873317,204897432
13873318,101224065
13873319,936568463
13873320,210589010
13873321,600382447
13873322,204272360
13873323,101757902
13873324,907359479
13873325,911776226
13873326,605931035
13873327,105718919
13873328,800648692
13873329,303131397
13873330,600385483
13873331,903875045
13873332,400291098
13873333,510417697
13873334,600738743
13873335,302478917
13873336,419223665
13873337,901427699
13873338,922871034
13873339,501364419
13873340,800842923
13873341,603329308
13873342,207481
13873343,800785984
13873344,928301201
13873345,901745463
13873346,200352689
13873347,200876801
13873348,200672929
13873349,901152366
13873350,201188042
13873351,421268259
13873352,307138301
13873353,200788869
13873354,906322838
13873355,904219463
13873356,916575624
13873357,800037901
13873358,700713882
13873359,915662849
13873360,306076608
13873361,702303981
13873362,307287750
13873363,303561500
13873364,902030571
13873365,101367932
13873366,200832452
13873367,201748916
13873368,105159173
13873369,900798749
13873370,332434
13873371,905765163
13873372,910718946
13873373,500711449
13873374,413082793
13873375,413842609
13873376,105958932
13873377,913022340
13873378,300282731
13873379,920084265
13873380,603309932
13873381,900317969
13873382,400680874
13873383,904522051
13873384,105670858
13873385,604115125
13873386,101249578
13873387,500254933
13873388,922018859
13873389,200688700
13873390,903058338
13873391,412153008
13873392,263056
13873393,300703959
13873394,701140582
13873395,386465
13873396,101294307
13873397,302187620
13873398,900047931
13873399,101273477
13873400,935148012
13873401,201159614
13873402,105971800
13873403,101455479
13873404,106163378
13873405,500043291
13873406,826957600
13873407,600665359
13873408,209331385
13873409,200969412
13873410,825308525
13873411,700623954
13873412,402075726
13873413,600216935
13873414,480839
13873415,102168852
13873416,400529963
13873417,900138536
13873418,800754145
13873419,415846863
13873420,500900546
13873421,422645030
13873422,910518546
13873423,100470267
13873424,303173056
13873425,300423253
13873426,500280262
13873427,400346850
13873428,922029778
13873429,200408713
13873430,479485
13873431,800811428
13873432,100618307
13873433,201044921
13873434,201353565
13873435,500273174
13873436,400073474
13873437,400059143
13873438,930446559
13873439,411656918
13873440,202575122
13873441,500407212
13873442,904350120
13873443,500513400
13873444,303318078
13873445,101398262
13873446,908527065
13873447,201498848
13873448,600722968
13873449,101265988
13873450,906110988
13873451,100720557
13873452,500251733
13873453,900183337
13873454,100100851
13873455,200111535
13873456,906171304
13873457,827310599
13873458,912792174
13873459,510249276
13873460,400220971
13873461,418794315
13873462,906076837
13873463,300940058
13873464,202940907
13873465,100196243
13873466,600251723
13873467,35446536
13873468,600985213
13873469,510536244
13873470,700729607
13873471,422804633
13873472,106214087
13873473,400440223
13873474,907861581
13873475,202080245
13873476,303854613
13873477,928807871
13873478,110207478
13873479,302559043
13873480,842143448
13873481,410580771
13873482,102210155
13873483,200076093
13873484,400121316
13873485,908583109
13873486,300065829
13873487,500747912
13873488,100371374
13873489,903852723
13873490,700397373
13873491,100049362
13873492,306410375
13873493,100666875
13873494,300439861
13873495,700092707
13873496,400062854
13873497,909212182
13873498,500550225
13873499,833093087
13873500,500223876
13873501,101152127
13873502,300862748
13873503,914128518
13873504,701405058
13873505,100058103
13873506,259639
13873507,301082823
13873508,500021939
13873509,100457982
13873510,909837393
13873511,423930965
13873512,910008393
13873513,203631285
13873514,651383
13873515,201288634
13873516,100269571
13873517,500884655
13873518,928478453
13873519,500868197
13873520,803519613
13873521,36508179
13873522,200327240
13873523,802297435
13873524,104672261
13873525,300328677
13873526,302350022
13873527,500567159
13873528,102957950
13873529,200582134
13873530,700292468
13873531,208318617
13873532,300521003
13873533,200208539
13873534,927835194
13873535,900243776
13873536,105842108
13873537,200541972
13873538,600207837
13873539,920519005
13873540,500346429
13873541,300039216
13873542,700339409
13873543,202403911
13873544,501043998
13873545,600722945
13873546,923458015
13873547,903878277
13873548,400802507
13873549,604219933
13873550,925500771
13873551,801349560
13873552,933594196
13873553,601610082
13873554,274324
13873555,803751353
13873556,106240438
13873557,205663251
13873558,200193463
13873559,904182719
13873560,900464678
13873561,205713243
13873562,501444387
13873563,200492411
13873564,400212905
13873565,900127431
13873566,201003938
13873567,104185545
13873568,201240595
13873569,828349656
13873570,209175254
13873571,204408301
13873572,803269600
13873573,201156022
13873574,400025349
13873575,906048339
13873576,800001155
13873577,901705972
13873578,105032119
13873579,300266849
13873580,600558172
13873581,922309909
13873582,104970332
13873583,906379993
13873584,203639323
13873585,111302501
13873586,906085830
13873587,101272086
13873588,930760486
13873589,202738729
13873590,420820195
13873591,201297081
13873592,600098892
13873593,102625529
13873594,921733764
13873595,605572964
13873596,921017957
13873597,101270281
13873598,600036201
13873599,201255671
13873600,909593828
13873601,446062193
13873602,900791932
13873603,101236032
13873604,105916683
13873605,700018325
13873606,600946401
13873607,415266798
13873608,800310621
13873609,303721068
13873610,305722650
13873611,208226569
13873612,600776198
13873613,511476
13873614,905761643
13873615,104799460
13873616,101136761
13873617,602774828
13873618,800310080
13873619,207805103
13873620,201062265
13873621,500898643
13873622,500738815
13873623,200667938
13873624,601063057
13873625,210961643
13873626,500044226
13873627,401285372
13873628,100984205
13873629,908486640
13873630,905207839
13873631,505248896
13873632,918321539
13873633,700363817
13873634,101263816
13873635,200293312
13873636,904918549
13873637,700290265
13873638,305042201
13873639,600740171
13873640,101121050
13873641,602047691
13873642,200694935
13873643,500111307
13873644,200136799
13873645,412814289
13873646,501392627
13873647,400413292
13873648,101017948
13873649,600037601
13873650,802480810
13873651,400450109
13873652,201474368
13873653,100886264
13873654,106082780
13873655,500895092
13873656,106434383
13873657,300988399
13873658,204711917
13873659,103289684
13873660,506604211
13873661,100041788
13873662,100331381
13873663,200250644
13873664,910387683
13873665,105949164
13873666,300325927
13873667,100237484
13873668,501853628
13873669,103555119
13873670,919628612
13873671,800310314
13873672,105921595
13873673,900049585
13873674,300200504
13873675,704075930
13873676,410188282
13873677,100074677
13873678,900361618
13873679,828315395
13873680,603241960
13873681,200933650
13873682,100312527
13873683,904965022
13873684,600639566
13873685,102625455
13873686,606957220
13873687,418458087
13873688,905805777
13873689,916712603
13873690,413892613
13873691,300681322
13873692,300887227
13873693,910292461
13873694,502079052
13873695,920508968
13873696,913266634
13873697,700282366
13873698,701847911
13873699,101528395
13873700,900317643
13873701,500824960
13873702,104203589
13873703,906043087
13873704,901231310
13873705,500744120
13873706,570935
13873707,903365051
13873708,500060052
13873709,904631512
13873710,905810344
13873711,908843386
13873712,400848217
13873713,35685989
13873714,500289523
13873715,800140470
13873716,500022796
13873717,200925557
13873718,909350241
13873719,701171501
13873720,302368889
13873721,103669583
13873722,302309642
13873723,14094
13873724,500145496
13873725,600056727
13873726,919350082
13873727,200352282
13873728,600782825
13873729,201042840
13873730,443717898
13873731,600637741
13873732,201005987
13873733,204927753
13873734,908306014
13873735,400758582
13873736,500505757
13873737,400040115
13873738,100194059
13873739,700936986
13873740,600823009
13873741,906880248
13873742,904639047
13873743,302555852
13873744,826842693
13873745,400208365
13873746,100456196
13873747,906059547
13873748,510985264
13873749,906357779
13873750,600795020
13873751,824677125
13873752,205609909
13873753,411714819
13873754,500807202
13873755,700250161
13873756,921725276
13873757,418377674
13873758,500004874
13873759,500389012
13873760,200193709
13873761,600615659
13873762,200338548
13873763,73601
13873764,204653443
13873765,602673324
13873766,600307418
13873767,100294979
13873768,202557134
13873769,204995511
13873770,400192288
13873771,102838224
13873772,916214283
13873773,600391958
13873774,100344426
13873775,303094481
13873776,400097610
13873777,800076823
13873778,200060541
13873779,306993546
13873780,400253853
13873781,500901114
13873782,800646899
13873783,200983000
13873784,700114324
13873785,503178016
13873786,103423240
13873787,500306626
13873788,701196961
13873789,103665330
13873790,922826364
13873791,204097639
13873792,300456087
13873793,800492283
13873794,421298026
13873795,700714186
13873796,100082624
13873797,904514058
13873798,102065753
13873799,915376412
13873800,416135346
13873801,400174672
13873802,500908864
13873803,30091525
13873804,101524550
13873805,500567331
13873806,700676561
13873807,201210362
13873808,700153089
13873809,300435034
13873810,190918
13873811,4718820
13873812,701978493
13873813,400783771
13873814,400421941
13873815,101266607
13873816,200194243
13873817,700037698
13873818,33545539
13873819,303688901
13873820,100197810
13873821,903930069
13873822,424909558
13873823,918151414
13873824,700118622
13873825,919486015
13873826,100058880
13873827,300848834
13873828,509324777
13873829,100185515
13873830,500299322
13873831,100507746
13873832,900306234
13873833,600143650
13873834,500996467
13873835,600848747
13873836,32147
13873837,600789090
13873838,100974152
13873839,918788851
13873840,307333873
13873841,400849901
13873842,100866682
13873843,800327789
13873844,600531240
13873845,412119992
13873846,800144402
13873847,200852025
13873848,200214105
13873849,902047789
13873850,301030218
13873851,205602587
13873852,205360356
13873853,907813638
13873854,900512426
13873855,307250448
13873856,200316317
13873857,1406351
13873858,502724484
13873859,701944088
13873860,703605023
13873861,100060943
13873862,605077918
13873863,101396961
13873864,330870996
13873865,903731018
13873866,104688279
13873867,800020305
13873868,802308250
13873869,105826791
13873870,204519653
13873871,908192847
13873872,904838363
13873873,903899314
13873874,904712869
13873875,600445705
13873876,907420651
13873877,400059955
13873878,800013326
13873879,501471145
13873880,332903
13873881,500833373
13873882,300959691
13873883,700478503
13873884,703039058
13873885,902041676
13873886,443784011
13873887,924200826
13873888,908489130
13873889,600930123
13873890,200637687
13873891,909919488
13873892,36457859
13873893,500291956
13873894,500033561
13873895,101412062
13873896,300930586
13873897,913012064
13873898,100948758
13873899,441974398
13873900,103325651
13873901,700350596
13873902,900272261
13873903,301079329
13873904,200038737
13873905,417023483
13873906,827536438
13873907,103390499
13873908,915919938
13873909,449144
13873910,518572167
13873911,401938628
13873912,200970878
13873913,104723254
13873914,300053734
13873915,700490189
13873916,900359273
13873917,901764216
13873918,307302551
13873919,900486801
13873920,100643136
13873921,927219302
13873922,100728475
13873923,500638592
13873924,800651191
13873925,700176846
13873926,410129850
13873927,512009989
13873928,103373318
13873929,101494085
13873930,700003546
13873931,600303368
13873932,906117162
13873933,100317066
13873934,101042922
13873935,905693254
13873936,600534834
13873937,919839376
13873938,200938550
13873939,400770937
13873940,100556359
13873941,900297644
13873942,300559919
13873943,100900947
13873944,602757743
13873945,800753716
13873946,104475284
13873947,919815540
13873948,300946989
13873949,426493070
13873950,910958597
13873951,803190634
13873952,202054558
13873953,441870031
13873954,202020153
13873955,500414437
13873956,201189830
13873957,201268093
13873958,600072429
13873959,416671211
13873960,101068675
13873961,100074847
13873962,500246691
13873963,500286222
13873964,420134075
13873965,927573462
13873966,932328372
13873967,417131279
13873968,606568950
13873969,331028547
13873970,401642858
13873971,900137277
13873972,100864931
13873973,423377865
13873974,700165578
13873975,200708698
13873976,904087987
13873977,400383754
13873978,700991838
13873979,401037315
13873980,316618
13873981,903217730
13873982,600642785
13873983,418589424
13873984,921340234
13873985,201278521
13873986,101553098
13873987,600558004
13873988,300869624
13873989,106367347
13873990,800348199
13873991,500790798
13873992,600558574
