_CustomObjectKey,ID_TITULO,ID_SERIE,ID_PLANO,ID_TITULO_SALESFORCE,DATA_SORTEIO
23156,204992,AA,"F48PM ",a0o6g000006AhxSAAS,2021-10-06
23157,20997,AA,"A48PM ",a0o6g000005yNwLAAU,2021-08-04
23158,5472,AA,"PMC48 ",a0o6g000005l5ipAAA,2021-07-07
23159,50225,AA,"48PMA ",a0o6g000005rmP6AAI,2021-07-07
23160,79468,AA,"PM60C ",a0o6g000006MHoGAAW,2021-07-07
23161,262719,AA,"F48PM ",a0o6g000005ksATAAY,2021-07-07
23162,16492,AA,PU001D,a0o6g000005vGfBAAU,2021-05-26
23163,304795,AA,"A60PM ",a0o6g000005vZWxAAM,2021-07-07
23164,76927,AA,"PMC48 ",a0o6g000005t1ASAAY,2021-12-01
23165,17003,AA,"PM607 ",a0o6g0000069BqTAAU,2021-10-02
23166,312103,AA,"PM483 ",a0o6g000005qQTWAA2,2021-09-04
23167,21341,AA,"A36PM ",a0o6g000005q8DoAAI,2022-01-05
23168,57605,AA,"E48PM ",a0o6g000005uDHhAAM,2021-11-03
23169,412852,AA,"A48PM ",a0o6g000009G037AAC,2021-11-03
23170,419261,AA,"C60PM ",a0o6g000009Di9WAAS,2022-01-05
23171,227086,AA,"A60PM ",a0o6g000005ydq9AAA,2021-10-06
23172,23799,AA,"F48PM ",a0o6g000005iu7fAAA,2021-08-04
23173,49434,AA,"A60PM ",a0o6g0000060hARAAY,2021-11-03
23174,210854,AA,"A48PM ",a0o6g000005kZjcAAE,2021-10-06
23175,452208,AA,"PM483 ",a0o6g000005l6gCAAQ,2021-07-03
23176,58811,AA,"PMA48 ",a0o6g000005vKiOAAU,2021-12-01
23177,551713,AA,"PM483 ",a0o6g000005sM2VAAU,2021-12-04
23178,29675,AA,"PMA48 ",a0o6g000005rYRNAA2,2021-07-07
23179,103150,AA,"E48PM ",a0o6g000005ev0nAAA,2022-01-05
23180,67775,AA,"D48PM ",a0o6g000005xO4lAAE,2021-11-03
23181,35860,AA,"PM60E ",a0o6g000005z1iLAAQ,2021-07-07
23182,87468,AA,"PM60C ",a0o6g0000064NNIAA2,2021-07-07
23183,96107,AA,"A48PM ",a0o6g000005dHRMAA2,2022-01-05
23184,88169,AA,"PMC60 ",a0o6g00000641E1AAI,2021-12-01
23185,523170,AA,"PM488 ",a0o6g000006HKN2AAO,2021-12-04
23186,6085,AA,"A36PM ",a0o6g0000067WwjAAE,2021-08-04
23187,58410,AA,"48PMA ",a0o6g0000069bHKAAY,2021-07-07
23188,84447,AA,"PMC60 ",a0o6g000006A76yAAC,2021-12-01
23189,98525,AA,"PM60C ",a0o6g000006CAsiAAG,2021-07-07
23190,11672,AA,"PMA36 ",a0o6g000005hJgqAAE,2021-12-01
23191,6267,AA,"36PMS ",a0o6g000005qGPLAA2,2021-07-07
23192,85522,AA,"D48PM ",a0o6g0000069QUdAAM,2022-01-05
23193,24400,AA,"PM607 ",a0o6g000005tRADAA2,2022-01-01
23194,228359,AA,"A60PM ",a0o6g000005wnUzAAI,2021-09-01
23195,33552,AB,"A60PM ",a0o6g000008LlrUAAS,2022-01-05
23196,37720,AA,"A36PM ",a0o6g0000062NmVAAU,2021-09-01
23197,6333,AA,"A60PM ",a0o6g000005v3y3AAA,2021-08-04
23198,231524,AA,"A60PM ",a0o6g000006GYtYAAW,2021-09-01
23199,127097,AA,"PMI48 ",a0o6g000005qqRpAAI,2021-12-01
23200,10439,AA,"PMN48 ",a0o6g0000069JzeAAE,2021-07-07
23201,25090,AA,"PMG60 ",a0o6g000005y60NAAQ,2021-12-01
23202,29730,AA,"PM607 ",a0o6g000006EpO6AAK,2021-08-07
23203,102005,AA,"PM60C ",a0o6g000006Hs8zAAC,2021-07-07
23204,123,AA,"PMA48 ",a0o6g000006BaPmAAK,2021-07-07
23205,486699,AA,"PM483 ",a0o6g000006FIsJAAW,2021-12-04
23206,28094,AA,"48PMA ",a0o6g000006D28SAAS,2021-07-07
23207,197122,AA,"A48PM ",a0o6g000006KelxAAC,2021-10-06
23208,37679,AA,"PMC60 ",a0o6g000005yyYyAAI,2021-12-01
23209,301676,AA,"D48PM ",a0o6g000006GQeHAAW,2021-07-07
23210,413010,AA,"PM483 ",a0o6g000005xiAgAAI,2022-01-01
23211,43150,AA,"A48PM ",a0o6g000005rsAOAAY,2021-11-03
23212,59760,AA,"A36PM ",a0o6g000006IjlRAAS,2021-08-04
23213,81896,AA,"D48PM ",a0o6g000006D66eAAC,2021-11-03
23214,353443,AA,"A60PM ",a0o6g000005cvdmAAA,2021-08-04
23215,518493,AA,"PM483 ",a0o6g000005dVcSAAU,2021-12-04
23216,501468,AA,"PM483 ",a0o6g0000069oIlAAI,2021-12-04
23217,283564,AA,"A48PM ",a0o6g000005ffsnAAA,2021-12-01
23218,394843,AA,"PM488 ",a0o6g000005iz6gAAA,2022-01-01
23219,261162,AA,"A48PM ",a0o6g000006IecgAAC,2021-12-01
23220,425827,AA,"PM488 ",a0o6g000005dTF4AAM,2021-08-07
23221,15927,AA,"B48PM ",a0o6g000005u9PjAAI,2021-08-04
23222,38291,AA,"48PME ",a0o6g000005mH7fAAE,2021-07-07
23223,22856,AA,"A60PM ",a0o6g000006M1oSAAS,2021-11-03
23224,389849,AA,"PM483 ",a0o6g000005g7YzAAI,2022-01-01
23225,561712,AA,"PM48O ",a0o6g000005hKO2AAM,2021-12-04
23226,113238,AA,"A48PM ",a0o6g000005iQSOAA2,2022-01-05
23227,88512,AA,"A48PM ",a0o6g000005qzsGAAQ,2022-01-05
23228,307344,AA,"D60PM ",a0o6g0000069UXDAA2,2021-07-07
23229,40869,AA,"A48PM ",a0o6g000005wjiYAAQ,2021-11-03
23230,289210,AA,"A60PM ",a0o6g000005xIXcAAM,2021-12-01
23231,79746,AA,"A60PM ",a0o6g000005xxO8AAI,2022-01-05
23232,224052,AA,"A60PM ",a0o6g000005zNAUAA2,2021-10-06
23233,233084,AA,"D60PM ",a0o6g000006CqoxAAC,2021-10-06
23234,84580,AA,"PMC60 ",a0o6g000006DqeDAAS,2021-12-01
23235,79960,AA,"PMF48 ",a0o6g000006AKz6AAG,2021-12-01
23236,456296,AA,"PM488 ",a0o6g0000064IIEAA2,2021-08-21
23237,63970,AA,"PMG48 ",a0o6g000005oEVZAA2,2021-12-01
23238,447192,AA,"PM483 ",a0o6g000006GaYKAA0,2022-01-01
23239,19801,AA,"A60PM ",a0o6g000006HRaJAAW,2021-08-04
23240,52513,AA,"A60PM ",a0o6g000006HUAxAAO,2022-01-05
23241,29884,AA,"PM607 ",a0o6g000006I4ERAA0,2021-08-07
23242,49472,AA,"D48PM ",a0o6g000006JiP4AAK,2021-11-03
23243,17946,AA,"F48PM ",a0o6g000006JiSBAA0,2021-08-04
23244,218885,AA,"A60PM ",a0o6g000006JowZAAS,2021-09-01
23245,53728,AA,"PMA48 ",a0o6g000005kdIoAAI,2021-12-01
23246,460503,AA,"PM483 ",a0o6g000006LveSAAS,2021-08-07
23247,54054,AA,"A60PM ",a0o6g000006DTGFAA4,2022-01-05
23248,207166,AA,"E48PM ",a0o6g000005sme7AAA,2021-09-01
23249,433287,AA,"A60PM ",a0o6g00000A18EbAAJ,2022-01-05
23250,304260,AA,"PM483 ",a0o6g000006Epq7AAC,2022-01-15
23251,111892,AB,"A60PM ",a0o6g00000A2TYJAA3,2021-12-01
23252,57949,AA,"PMC60 ",a0o6g000005fN6DAAU,2021-12-01
23253,51374,AA,"A48PU ",a0o6g000005rUryAAE,2021-08-04
23254,77296,AA,"PME60 ",a0o6g000005gHe9AAE,2021-12-01
23255,168640,AA,"PM366 ",a0o6g0000062WGDAA2,2021-12-04
23256,416183,AA,"PM48G ",a0o6g000005dqdRAAQ,2021-08-07
23257,231380,AA,"A60PM ",a0o6g000006IWzNAAW,2021-09-01
23258,38379,AA,"PMA48 ",a0o6g000005eGqQAAU,2021-12-01
23259,554650,AA,"PM489 ",a0o6g000005n0ajAAA,2021-12-04
23260,43444,AA,"PM60C ",a0o6g000005miQeAAI,2021-07-07
23261,22711,AA,"PMD60 ",a0o6g000005ou8SAAQ,2021-07-07
23262,457626,AA,"PM483 ",a0o6g000005r6ccAAA,2021-08-21
23263,10469,AA,"PM607 ",a0o6g0000062EP2AAM,2021-10-02
23264,39682,AA,"D48PM ",a0o6g000005m2blAAA,2021-11-03
23265,111417,AA,"B48PM ",a0o6g000005iNBlAAM,2022-01-05
23266,13575,AA,"B36PM ",a0o6g000005hG9TAAU,2021-11-03
23267,112713,AA,"PMF48 ",a0o6g000005hatwAAA,2021-12-01
23268,214632,AA,"G48PM ",a0o6g000006KjFYAA0,2021-09-01
23269,28742,AA,"A60PM ",a0o6g000005tteEAAQ,2021-11-03
23270,29933,AA,"PM607 ",a0o6g000005tOXbAAM,2021-08-07
23271,43549,AA,"A48PM ",a0o6g00000619NUAAY,2021-11-03
23272,399251,AA,"PM489 ",a0o6g000005yHnhAAE,2022-01-01
23273,37955,AA,"36PM3 ",a0o6g000005vAxiAAE,2021-12-04
23274,168023,AA,"PM366 ",a0o6g000005gkdgAAA,2021-07-03
23275,290954,AA,"PM72P ",a0o6g000005voggAAA,2021-07-14
23276,87927,AA,"PMC60 ",a0o6g000006JGUDAA4,2021-12-01
23277,18257,AA,"PMN48 ",a0o6g000005wYbeAAE,2021-07-07
23278,589787,AA,"PM489 ",a0o6g000005ox0NAAQ,2021-07-03
23279,220692,AA,"A60PM ",a0o6g000005vO2SAAU,2021-09-01
23280,18605,AA,"A36PM ",a0o6g000006B7wbAAC,2021-11-03
23281,115058,AA,"PMD48 ",a0o6g000005vTkYAAU,2021-12-01
23282,553094,AA,"PM485 ",a0o6g000005glzxAAA,2021-07-03
23283,240269,AA,"A48PM ",a0o6g000005oE3jAAE,2021-07-07
23284,37539,AA,"PMC60 ",a0o6g000005xA9tAAE,2021-12-01
23285,20312,AA,"PM607 ",a0o6g000005nPSDAA2,2021-10-02
23286,269931,AA,"PM48H ",a0o6g000005yofBAAQ,2021-10-02
23287,238283,AA,"A60PM ",a0o6g0000061kRtAAI,2021-09-01
23288,56635,AA,"PM60E ",a0o6g000005ysAMAAY,2021-07-07
23289,24395,AA,"PMG48 ",a0o6g000005wUcNAAU,2021-07-07
23290,262316,AA,"A48PM ",a0o6g000006MvRCAA0,2021-07-07
23291,36842,AA,"A60PM ",a0o6g0000066f3IAAQ,2021-11-03
23292,289212,AA,"A48PM ",a0o6g000005tdDkAAI,2021-10-06
23293,56196,AA,"A60PM ",a0o6g000005wbVnAAI,2022-01-05
23294,24074,AA,"PMC60 ",a0o6g000005pIjMAAU,2021-07-07
23295,212845,AA,"A48PM ",a0o6g000005oCwTAAU,2021-10-06
23296,1756,AA,"PMA48 ",a0o6g0000061B6TAAU,2021-07-07
23297,90415,AA,"PM60C ",a0o6g0000063SAbAAM,2021-07-07
23298,483861,AA,"PM488 ",a0o6g0000063rMwAAI,2021-12-04
23299,532882,AA,"PM48F ",a0o6g000005ocWnAAI,2021-12-04
23300,208409,AA,"A60PM ",a0o6g000005qqrCAAQ,2021-10-06
23301,22692,AA,"PMD60 ",a0o6g0000063Dj2AAE,2021-12-01
23302,123119,AA,"PMA48 ",a0o6g000005qPimAAE,2021-12-01
23303,477087,AA,"PM48G ",a0o6g000005t1EfAAI,2021-08-07
23304,7197,AA,"PMC60 ",a0o6g000005vRKbAAM,2021-07-07
23305,37930,AA,"PM60C ",a0o6g000005vKneAAE,2021-07-07
23306,13419,AA,"PMC60 ",a0o6g000005u1pLAAQ,2021-07-07
23307,50581,AA,"PM605 ",a0o6g000005zZeLAAU,2022-01-01
23308,227452,AA,"D60PM ",a0o6g0000062f7oAAA,2021-09-01
23309,240622,AA,"A48PM ",a0o6g000006BqK0AAK,2021-07-07
23310,91502,AA,"PMC60 ",a0o6g0000063T0kAAE,2021-08-04
23311,58779,AA,"PMC60 ",a0o6g000005yQQrAAM,2021-12-01
23312,80134,AA,"A60PM ",a0o6g000005qKYhAAM,2022-01-05
23313,18629,AA,"PMC60 ",a0o6g0000065xCpAAI,2021-07-07
23314,19842,AA,"PME60 ",a0o6g000006Gak5AAC,2021-07-07
23315,457343,AA,"PM483 ",a0o6g000005nK9wAAE,2021-07-03
23316,205161,AA,"B48PM ",a0o6g000005xnEdAAI,2021-10-06
23317,284182,AA,"A48PM ",a0o6g000005rEl8AAE,2021-08-04
23318,43129,AA,"PMF48 ",a0o6g00000659ZsAAI,2021-12-01
23319,8014,AA,"PMJ48 ",a0o6g0000069abfAAA,2021-07-07
23320,213695,AA,"E48PM ",a0o6g000005nP71AAE,2021-09-01
23321,20635,AA,"B36PM ",a0o6g000005o15vAAA,2022-01-05
23322,130349,AA,"PMA48 ",a0o6g000006AStEAAW,2021-08-04
23323,57408,AA,"D48PM ",a0o6g000005ot3oAAA,2021-11-03
23324,13661,AA,"A60PM ",a0o6g000005wfESAAY,2021-08-04
23325,236922,AA,"A60PM ",a0o6g000006E7rIAAS,2021-09-01
23326,417048,AA,"PM48O ",a0o6g000005d9C0AAI,2022-01-01
23327,33941,AA,"PMA48 ",a0o6g000006BjPZAA0,2021-12-01
23328,129098,AA,"PMA48 ",a0o6g000005xN78AAE,2021-12-01
23329,68812,AA,"A60PM ",a0o6g000006CAs8AAG,2022-01-05
23330,199439,AA,"A48PM ",a0o6g000006DQnJAAW,2021-09-01
23331,48806,AA,"A60PM ",a0o6g000005dvNfAAI,2022-01-05
23332,83398,AA,"A60PM ",a0o6g000006EAZcAAO,2022-01-05
23333,79888,AA,"PMC60 ",a0o6g000006EUuUAAW,2021-12-01
23334,212816,AA,"A48PM ",a0o6g000005eRIpAAM,2021-09-01
23335,38767,AA,"A48PM ",a0o6g000006GIj3AAG,2021-11-03
23336,282465,AA,"A48PM ",a0o6g000006GYasAAG,2021-07-07
23337,431225,AA,"PM48H ",a0o6g000006GieXAAS,2021-08-07
23338,145647,AA,"PMO48 ",a0o6g000006HChXAAW,2021-08-04
23339,228123,AA,"A60PM ",a0o6g000005fX4gAAE,2021-10-06
23340,49271,AA,"PM60C ",a0o6g000005exTJAAY,2021-07-07
23341,470214,AA,"PM488 ",a0o6g000005gT0aAAE,2021-08-21
23342,58632,AA,"E60PM ",a0o6g000005cK6fAAE,2021-11-03
23343,39969,AA,"PM60C ",a0o6g000005hOQ8AAM,2021-07-07
23344,68608,AA,"PM607 ",a0o6g000005dDHMAA2,2021-07-03
23345,14887,AA,"B36PM ",a0o6g000005hrdPAAQ,2021-11-03
23346,215397,AA,"B48PM ",a0o6g000005iCY6AAM,2021-09-01
23347,2797,AA,"PMA36 ",a0o6g000005iOhcAAE,2021-07-07
23348,98209,AA,"PMG60 ",a0o6g000005ilB5AAI,2021-08-04
23349,21140,AA,"48PMA ",a0o6g000005mxwpAAA,2021-07-07
23350,46126,AA,"PMA48 ",a0o6g000005eWO3AAM,2021-12-01
23351,62421,AA,"PMG48 ",a0o6g0000066YovAAE,2021-12-01
23352,604810,AA,"PM488 ",a0o6g000006H3vXAAS,2021-07-03
23353,31962,AA,"A48PM ",a0o6g000005jObAAAU,2021-08-04
23354,488027,AA,"PM486 ",a0o6g000005jrQQAAY,2021-07-03
23355,85480,AA,"D48PM ",a0o6g000005fYcoAAE,2021-11-03
23356,86605,AA,"B60PM ",a0o6g000005fptBAAQ,2022-01-05
23357,97374,AA,"PM60D ",a0o6g000005nT6BAAU,2021-07-07
23358,467985,AA,"PM483 ",a0o6g0000069BnTAAU,2021-08-21
23359,411214,AA,"A60PM ",a0o6g000004uro3AAA,2022-01-05
23360,25231,AA,"PM607 ",a0o6g000005m16CAAQ,2021-08-07
23361,77870,AA,"PM60C ",a0o6g000005hbiRAAQ,2021-07-07
23362,445847,AA,"PM48O ",a0o6g000005mJmSAAU,2021-08-07
23363,501812,AA,"PM483 ",a0o6g000005mOiPAAU,2021-12-04
23364,108768,AA,"PMH48 ",a0o6g000005miGvAAI,2021-12-01
23365,290577,AA,"F48PM ",a0o6g000005i9YlAAI,2021-08-04
23366,394820,AA,"PM489 ",a0o6g000005mmzqAAA,2021-08-07
23367,62057,AA,"PM607 ",a0o6g000005iMXLAA2,2021-12-18
23368,407533,AA,"PM483 ",a0o6g000005j8QlAAI,2021-07-03
23369,26671,AA,"PM607 ",a0o6g00000672w7AAA,2021-08-07
23370,18690,AA,"B36PM ",a0o6g000005jTzGAAU,2022-01-05
23371,88839,AA,"A48PM ",a0o6g0000061vthAAA,2022-01-05
23372,74567,AA,"PM60C ",a0o6g0000060cMVAAY,2021-07-07
23373,84506,AA,"A60PM ",a0o6g000005orJfAAI,2022-01-05
23374,56090,AA,"PME60 ",a0o6g000005pArcAAE,2021-12-01
23375,7818,AA,"A48PM ",a0o6g000005lBAIAA2,2021-08-04
23376,66358,AA,"48PMA ",a0o6g000005lMO1AAM,2021-07-07
23377,209741,AA,"A48PM ",a0o6g000005lT3aAAE,2021-10-06
23378,692,AA,"PMC36 ",a0o6g000005lZd3AAE,2021-07-07
23379,103,AA,"A60PM ",a0o6g000005lgclAAA,2021-08-04
23380,28539,AA,"48PMA ",a0o6g0000062FoqAAE,2021-07-07
23381,45758,AA,"PM60C ",a0o6g000005luQBAAY,2021-07-07
23382,11145,AA,"A36PM ",a0o6g000005mE9yAAE,2021-11-03
23383,414288,AA,"PM488 ",a0o6g000005r16RAAQ,2021-08-07
23384,15561,AA,"PMB36 ",a0o6g0000068pLNAAY,2021-12-01
23385,9136,AA,"PMD60 ",a0o6g000005mmnRAAQ,2021-07-07
23386,211964,AA,"A48PM ",a0o6g000005msRGAAY,2021-09-01
23387,463344,AA,"PM48G ",a0o6g000005rTSjAAM,2022-01-01
23388,57275,AA,"A48PM ",a0o6g000005rdw0AAA,2021-11-03
23389,576868,AA,"PM483 ",a0o6g000005nTyQAAU,2021-07-03
23390,93511,AA,"PMI48 ",a0o6g000005qJ7jAAE,2021-12-01
23391,23334,AA,"B48PM ",a0o6g000005sLJXAA2,2021-08-04
23392,536963,AA,"PM488 ",a0o6g000005sPTPAA2,2021-12-04
23393,210990,AA,"A60PM ",a0o6g000005ntFTAAY,2021-10-06
23394,53311,AA,"A60PM ",a0o6g00000663M3AAI,2022-01-05
23395,35853,AA,"PME60 ",a0o6g000005oHFvAAM,2021-12-01
23396,89553,AA,"PMC60 ",a0o6g000005sr3rAAA,2021-12-01
23397,453694,AA,"PM483 ",a0o6g000005oWsDAAU,2022-01-01
23398,66535,AA,"PMF48 ",a0o6g000005tDwMAAU,2021-12-01
23399,61626,AA,"PM607 ",a0o6g000005ohmFAAQ,2021-12-04
23400,12579,AA,"PM606 ",a0o6g000005onNyAAI,2021-10-02
23401,519413,AA,"PM488 ",a0o6g000005p1uNAAQ,2021-12-04
23402,228323,AA,"PM483 ",a0o6g000005txRJAAY,2021-11-06
23403,60660,AA,"A60PM ",a0o6g000005pSNZAA2,2021-11-03
23404,30330,AA,"PM607 ",a0o6g000005pj7zAAA,2022-01-01
23405,63381,AA,"PM605 ",a0o6g000005pqe8AAA,2021-07-03
23406,25257,AA,"PMA48 ",a0o6g000005ulILAAY,2021-07-07
23407,26599,AA,"48PMA ",a0o6g000005mKmXAAU,2021-07-07
23408,420993,AA,"PM483 ",a0o6g000005qz0tAAA,2022-01-01
23409,142638,AA,"PMF48 ",a0o6g000005vjGsAAI,2021-08-04
23410,297401,AA,"PM483 ",a0o6g000005rFhXAAU,2022-01-01
23411,93332,AA,"PU48A ",a0o6g000005rneDAAQ,2021-09-04
23412,74473,AA,"A60PM ",a0o6g000006JOpAAAW,2022-01-05
23413,54468,AA,"48PMA ",a0o6g000005wjPCAAY,2021-07-07
23414,478217,AA,"PM489 ",a0o6g000006L8iKAAS,2021-08-21
23415,394806,AA,"PM488 ",a0o6g000006Ld7ZAAS,2022-01-01
23416,109303,AA,"E48PM ",a0o6g000005sXFAAA2,2022-01-05
23417,67716,AA,"48PMA ",a0o6g000005xh7WAAQ,2021-07-07
23418,95713,AA,"PM60C ",a0o6g000005tJ29AAE,2021-07-07
23419,454167,AA,"PM489 ",a0o6g0000065Tz3AAE,2021-08-07
23420,200722,AA,"A48PM ",a0o6g000005tvruAAA,2021-09-01
23421,76486,AA,"E48PM ",a0o6g000005uBQEAA2,2022-01-05
23422,515877,AA,"PM488 ",a0o6g0000068qdtAAA,2021-12-04
23423,58143,AA,"B60PM ",a0o6g000005uVtfAAE,2022-01-05
23424,65899,AA,"PM607 ",a0o6g000006GPn4AAG,2021-07-03
23425,66071,AA,"PM607 ",a0o6g000005utLRAAY,2021-07-03
23426,83711,AA,"PMC60 ",a0o6g000005uuz8AAA,2021-12-01
23427,57704,AA,"PMA48 ",a0o6g000005uy4kAAA,2021-12-01
23428,134525,AA,"PMF48 ",a0o6g000005zh2aAAA,2021-08-04
23429,29020,AA,"PM607 ",a0o6g000005vD3mAAE,2022-01-15
23430,213002,AA,"A48PM ",a0o6g000005vLYOAA2,2021-09-01
23431,23034,AA,"PMC60 ",a0o6g00000603bWAAQ,2021-12-01
23432,512910,AA,"PM488 ",a0o6g000006B2ENAA0,2021-12-04
23433,58203,AA,"PMA48 ",a0o6g000005vVaaAAE,2021-12-01
23434,46362,AA,"PM607 ",a0o6g0000060HlBAAU,2022-01-01
23435,237404,AA,"A60PM ",a0o6g000006CzzXAAS,2021-09-01
23436,353,AA,"PMC60 ",a0o6g000006DUVYAA4,2021-07-07
23437,100008,AA,"PM60C ",a0o6g000005wBGaAAM,2021-07-07
23438,42111,AA,"36PM2 ",a0o6g000005wBVnAAM,2021-07-03
23439,831,AA,"A60PM ",a0o6g000005wCGiAAM,2021-08-04
23440,45006,AA,"A48PM ",a0o6g000006109pAAA,2021-11-03
23441,29195,AA,"PM606 ",a0o6g00000611GEAAY,2022-01-15
23442,202822,AA,"A48PM ",a0o6g0000061PuMAAU,2021-09-01
23443,411531,AA,"PM487 ",a0o6g000005wbmeAAA,2021-07-03
23444,220966,AA,"A60PM ",a0o6g000005wqA6AAI,2021-10-06
23445,61792,AA,"PMG48 ",a0o6g0000061v7vAAA,2021-12-01
23446,20544,AA,"D48PM ",a0o6g0000061yRAAAY,2021-08-04
23447,53051,AA,"PM60C ",a0o6g000005xX1eAAE,2021-07-07
23448,97185,AA,"PMH48 ",a0o6g0000069slqAAA,2021-12-01
23449,71843,AA,"PM60E ",a0o6g0000062tzgAAA,2021-07-07
23450,461620,AA,"PM489 ",a0o6g00000634KbAAI,2022-01-01
23451,54147,AA,"A60PM ",a0o6g0000063g2jAAA,2021-11-03
23452,27230,AA,"PMC60 ",a0o6g0000064hIhAAI,2021-07-07
23453,9675,AA,"PMA36 ",a0o6g00000655TrAAI,2021-12-01
23454,8133,AA,"C36PM ",a0o6g00000659dnAAA,2021-08-04
23455,3864,AA,"E48PM ",a0o6g0000060256AAA,2021-08-04
23456,546174,AA,"PM488 ",a0o6g0000065GcPAAU,2021-07-03
23457,576384,AA,"PM48G ",a0o6g0000065Wh5AAE,2021-12-04
23458,80322,AA,"PM60C ",a0o6g0000065hQkAAI,2021-07-07
23459,28326,AA,"PMC60 ",a0o6g0000060psEAAQ,2021-12-01
23460,41214,AA,"B60PM ",a0o6g00000616kpAAA,2021-11-03
23461,44641,AA,"48PMF ",a0o6g0000066H8KAAU,2021-07-07
23462,79914,AA,"PMH48 ",a0o6g0000061IXdAAM,2021-12-01
23463,103424,AA,"A48PM ",a0o6g0000066ufxAAA,2022-01-05
23464,441105,AA,"PM488 ",a0o6g0000062ScDAAU,2021-08-07
23465,100919,AA,"A48PM ",a0o6g0000067trcAAA,2022-01-05
23466,389615,AA,"PM488 ",a0o6g0000068I88AAE,2022-01-01
23467,57793,AA,"PUF36 ",a0o6g0000063kkyAAA,2021-12-04
23468,355595,AA,"PM485 ",a0o6g0000068rPXAAY,2021-08-07
23469,87669,AA,"C48PM ",a0o6g0000069ZUyAAM,2022-01-05
23470,53659,AA,"PMC60 ",a0o6g0000064uzEAAQ,2021-12-01
23471,14756,AA,"PM607 ",a0o6g000006AGcsAAG,2021-10-02
23472,292726,AA,"A60PM ",a0o6g000006AfqAAAS,2021-11-03
23473,396085,AA,"PM488 ",a0o6g00000662j4AAA,2022-01-01
23474,87390,AA,"E48PM ",a0o6g0000066OXKAA2,2021-11-03
23475,43536,AA,"PM60C ",a0o6g000006ByMOAA0,2021-07-07
23476,70562,AA,"B48PM ",a0o6g0000067FkQAAU,2021-11-03
23477,52815,AA,"PMC60 ",a0o6g0000067xU4AAI,2021-12-01
23478,228703,AA,"A60PM ",a0o6g000006CnDkAAK,2021-10-06
23479,464348,AA,"PM488 ",a0o6g0000068S5yAAE,2022-01-01
23480,478293,AA,"PM489 ",a0o6g000006DrvYAAS,2021-08-21
23481,422766,AA,"PM48G ",a0o6g000006Dst9AAC,2021-08-07
23482,417065,AA,"PM48H ",a0o6g000006EuRkAAK,2021-08-07
23483,472069,AA,"PM483 ",a0o6g000006F5phAAC,2021-07-03
23484,56187,AA,"E48PM ",a0o6g000006FEeAAAW,2021-11-03
23485,90329,AA,"PM60C ",a0o6g000006AyBWAA0,2021-07-07
23486,66944,AA,"PMA48 ",a0o6g000006FtCXAA0,2021-12-01
23487,542896,AA,"PM488 ",a0o6g000006GL0PAAW,2021-12-18
23488,576053,AA,"PM488 ",a0o6g000006BnxnAAC,2021-12-04
23489,220393,AA,"A60PM ",a0o6g000006HEUbAAO,2021-09-01
23490,93154,AA,"PM60D ",a0o6g000006DOBCAA4,2021-07-07
23491,207260,AA,"E48PM ",a0o6g000006KoxVAAS,2021-09-01
23492,7661,AA,"PMA48 ",a0o6g000006E6u8AAC,2021-07-07
23493,63778,AB,"PM604 ",a0o6g000006EP9MAAW,2021-07-10
23494,10467,AA,"PM607 ",a0o6g000006MWbOAAW,2022-01-01
23495,14054,AA,"A48PM ",a0o6g000006EsofAAC,2021-08-04
23496,23871,AA,"A48PM ",a0o6g000006ND0lAAG,2021-08-04
23497,522772,AA,"PM488 ",a0o6g000006NFIwAAO,2021-12-04
23498,56175,AA,"PMF48 ",a0o6g000006FJ7kAAG,2021-12-01
23499,266804,AA,"A60PM ",a0o6g000006HbrWAAS,2021-07-07
23500,57535,AA,"F48PM ",a0o6g000006Hse4AAC,2021-11-03
23501,63430,AB,"PM60V ",a0o6g000006KRSFAA4,2021-12-11
23502,50314,AA,"A60PM ",a0o6g000006KgegAAC,2022-01-05
23503,98638,AA,"PM60C ",a0o6g000006KkFmAAK,2021-07-07
23504,436402,AA,"PM488 ",a0o6g000006Knz5AAC,2022-01-01
23505,5117,AA,"PMN48 ",a0o6g000006MpyvAAC,2021-07-07
23506,23300,AA,"PM607 ",a0o6g000006NBSoAAO,2021-11-20
23507,103265,AA,"E48PM ",a0o6g000005xAx6AAE,2022-01-05
23508,34899,AA,"E60PM ",a0o6g000005tcuNAAQ,2021-11-03
23509,94140,AA,"PM60E ",a0o6g000005k1UMAAY,2021-07-07
23510,78962,AA,"A60PM ",a0o6g000005jtSBAAY,2022-01-05
23511,91993,AA,"PME60 ",a0o6g0000065X0AAAU,2021-12-01
23512,50240,AA,"PMG48 ",a0o6g000005czNBAAY,2021-12-01
23513,54188,AA,"PUA48 ",a0o6g000005nK03AAE,2021-09-04
23514,293292,AA,"A48PM ",a0o6g000005kqQBAAY,2022-01-05
23515,217652,AA,"A60PM ",a0o6g000005qiy0AAA,2021-09-01
23516,96711,AA,"PM60C ",a0o6g0000062vENAAY,2021-07-07
23517,436325,AA,"PM483 ",a0o6g000006FuBlAAK,2022-01-01
23518,50146,AA,"48PMA ",a0o6g000005fvkGAAQ,2021-07-07
23519,405928,AA,"PM488 ",a0o6g000006HAIMAA4,2021-08-07
23520,16661,AA,"A60PM ",a0o6g000006JUNMAA4,2021-08-04
23521,415037,AA,"PM489 ",a0o6g000005imrsAAA,2021-08-07
