_CustomObjectKey,ID_TITULO,ID_SERIE,ID_PLANO,ID_TITULO_SALESFORCE,DATA_SORTEIO
23522,114566,AA,"PMD48 ",a0o6g000005cVEJAA2,2021-12-01
23523,219267,AA,"A60PM ",a0o6g000005rA7hAAE,2021-10-06
23524,35615,AA,"E60PM ",a0o6g000005d1ILAAY,2021-11-03
23525,104078,AA,"D48PM ",a0o6g000005sTLlAAM,2022-01-05
23526,44428,AA,"PMJ48 ",a0o6g000005sMjyAAE,2021-12-01
23527,86440,AA,"PMA48 ",a0o6g000005v9MhAAI,2021-12-01
23528,93358,AA,"PMC60 ",a0o6g000005rKPxAAM,2021-12-01
23529,20823,AA,"C36PM ",a0o6g000005ecLQAAY,2022-01-05
23530,78971,AA,"PM60C ",a0o6g000005yDBAAA2,2021-07-07
23531,1591,AA,"A60PM ",a0o6g000005f6fvAAA,2021-08-04
23532,73688,AA,"A60PM ",a0o6g000005fHI7AAM,2022-01-05
23533,25876,AA,"48PMA ",a0o6g0000065fLnAAI,2021-07-07
23534,30564,AA,"PM606 ",a0o6g00000633LuAAI,2022-01-01
23535,56264,AA,"A60PM ",a0o6g000005nmFOAAY,2021-11-03
23536,34544,AA,"48PMF ",a0o6g00000633lzAAA,2021-07-07
23537,37511,AA,"A48PM ",a0o6g0000064sv5AAA,2021-11-03
23538,80598,AA,"PMF60 ",a0o6g000005hJDKAA2,2021-12-01
23539,107415,AA,"PMN48 ",a0o6g000005hbbtAAA,2021-12-01
23540,27945,AA,"A60PM ",a0o6g000005qgL1AAI,2021-11-03
23541,468385,AA,"PM488 ",a0o6g000005kj8LAAQ,2021-07-03
23542,230326,AA,"A60PM ",a0o6g000005w0VbAAI,2021-09-01
23543,109966,AA,"A48PM ",a0o6g000005xosyAAA,2022-01-05
23544,29619,AA,"PME60 ",a0o6g000006ADhCAAW,2021-12-01
23545,92461,AA,"A48PM ",a0o6g000005x0duAAA,2022-01-05
23546,233133,AA,"E60PM ",a0o6g000006BGqHAAW,2021-10-06
23547,297507,AA,"A48PM ",a0o6g000006077XAAQ,2021-12-01
23548,34757,AA,"PMC60 ",a0o6g000006DHtTAAW,2021-12-01
23549,238706,AA,"D48PM ",a0o6g000005hyQwAAI,2022-01-05
23550,72418,AA,"A60PM ",a0o6g000005iK0jAAE,2022-01-05
23551,40009,AA,"PM60C ",a0o6g000006EaTvAAK,2021-07-07
23552,213814,AA,"PM488 ",a0o6g000005kLQ0AAM,2021-10-02
23553,344692,AA,"A60PM ",a0o6g00000621B6AAI,2021-09-01
23554,548712,AA,"PM483 ",a0o6g000006I60QAAS,2021-12-18
23555,469606,AA,"PM489 ",a0o6g000005nnXxAAI,2021-08-07
23556,62525,AA,"48PMI ",a0o6g000005o1maAAA,2021-07-07
23557,307182,AA,"A60PM ",a0o6g000005ndFVAAY,2021-07-07
23558,394402,AA,"PM488 ",a0o6g0000061VBmAAM,2022-01-01
23559,230768,AA,"A60PM ",a0o6g000006AfZXAA0,2021-10-06
23560,56157,AA,"PMD60 ",a0o6g000005kl0tAAA,2021-12-01
23561,324084,AA,"A60PM ",a0o6g000005cUnsAAE,2021-12-01
23562,499565,AA,"PM48G ",a0o6g000005f6IPAAY,2021-12-04
23563,488579,AA,"PM483 ",a0o6g000005ssJDAAY,2021-12-04
23564,70940,AA,"PMC60 ",a0o6g0000067lY8AAI,2021-12-01
23565,131151,AA,"PMI48 ",a0o6g000005g4sGAAQ,2021-08-04
23566,30261,AA,"PM606 ",a0o6g0000068qSwAAI,2021-12-04
23567,213230,AA,"F48PM ",a0o6g000005xUITAA2,2021-10-06
23568,463129,AA,"PM483 ",a0o6g000006BPjdAAG,2021-08-07
23569,86261,AA,"A60PM ",a0o6g000005nNKWAA2,2022-01-05
23570,414269,AA,"PM488 ",a0o6g0000063GQxAAM,2022-01-01
23571,50715,AA,"PMA48 ",a0o6g000006FXp3AAG,2021-12-01
23572,58376,AA,"PM606 ",a0o6g000006FlQBAA0,2021-12-04
23573,305243,AA,"A60PM ",a0o6g000005fPhIAAU,2021-07-07
23574,46843,AA,"D60PM ",a0o6g0000063LsVAAU,2022-01-05
23575,234311,AA,"A60PM ",a0o6g000005rnYGAAY,2021-09-01
23576,22346,AA,"PM606 ",a0o6g000005jr2FAAQ,2021-08-07
23577,64251,AA,"PMC60 ",a0o6g000005el0xAAA,2021-12-01
23578,24567,AB,"D48PM ",a0o6g000009G04MAAS,2022-01-05
23579,202340,AA,"F48PM ",a0o6g000005icQLAAY,2021-10-06
23580,326620,AA,"PM489 ",a0o6g000005mQo7AAE,2021-08-07
23581,62431,AA,"A60PM ",a0o6g000005c3x6AAA,2022-01-05
23582,91390,AA,"PM60C ",a0o6g000005lllkAAA,2021-07-07
23583,42864,AA,"PM60C ",a0o6g000005kaMzAAI,2021-07-07
23584,22562,AA,"PPK36 ",a0o6g000005hpubAAA,2021-10-02
23585,19216,AA,"A36PM ",a0o6g000005pgB9AAI,2022-01-05
23586,340878,AA,"PM488 ",a0o6g000005wiwJAAQ,2022-01-01
23587,421551,AA,"PM483 ",a0o6g000005wGyrAAE,2021-08-07
23588,37756,AA,"36PM2 ",a0o6g000005ysYIAAY,2021-12-04
23589,27877,AA,"PME60 ",a0o6g0000064H4pAAE,2021-12-01
23590,233407,AA,"A60PM ",a0o6g0000069fb8AAA,2021-09-01
23591,73284,AA,"PMI48 ",a0o6g000005xiIzAAI,2021-12-01
23592,235682,AA,"A60PM ",a0o6g000006ETcBAAW,2021-09-01
23593,107171,AA,"A48PM ",a0o6g000006DXkcAAG,2022-01-05
23594,448189,AA,"PM483 ",a0o6g000006Dof6AAC,2022-01-01
