_CustomObjectKey,id_titulo,id_titular,id_subscritor,id_cliente,num_titulo,serie,plano,origem,id_titulo_darwin
3473020,a0o6g00000H9Mw5AAF,a0i6g00000AhfHEAAZ,a0i6g00000AhfHEAAZ,0016g00002RJyxFAAT,88647,AC,A60PM,CAP,88647
3473021,a0o6g00000H9Mw7AAF,a0i6g00000AhZAeAAN,a0i6g00000AhZAeAAN,0016g00002RJytkAAD,10299,AD,A60PM,CAP,10299
3473022,a0o6g00000H9MwMAAV,a0i6g00000AhmppAAB,a0i6g00000AhmppAAB,0016g00002RJtZtAAL,88813,AC,A60PM,CAP,88813
3473023,a0o6g00000H9MwOAAV,a0i6g00000AhmqOAAR,a0i6g00000AhmqOAAR,0016g00002RJsxzAAD,88826,AC,A60PM,CAP,88826
3473024,a0o6g00000H9MwQAAV,a0i6g00000AhmSrAAJ,a0i6g00000AhmSrAAJ,0016g00002RJq5OAAT,350564,AA,A48PU,CAP,350564
3473025,a0o6g00000H9MwTAAV,a0i6g00000AhmoGAAR,a0i6g00000AhmoGAAR,0016g00002RJqzgAAD,88854,AC,A60PM,CAP,88854
3473026,a0o6g00000H9MwUAAV,a0i6g00000AhmSlAAJ,a0i6g00000AhmSlAAJ,0016g00002RJp2lAAD,88863,AC,A60PM,CAP,88863
3473027,a0o6g00000H9QUrAAN,a0i6g00000AhlLWAAZ,a0i6g00000AhlLWAAZ,0016g00002RJzsKAAT,50989,AA,PUC12,CAP,50989
3473028,a0o6g00000H9QUsAAN,a0i6g00000AhlLWAAZ,a0i6g00000AhlLWAAZ,0016g00002RJzsKAAT,50990,AA,PUC12,CAP,50990
3473029,a0o6g00000H9QUtAAN,a0i6g00000AhlLWAAZ,a0i6g00000AhlLWAAZ,0016g00002RJzsKAAT,50991,AA,PUC12,CAP,50991
3473030,a0o6g00000H9QWTAA3,a0i6g00000AhmauAAB,a0i6g00000AhmauAAB,0016g00002RK1xoAAD,89400,AC,A60PM,CAP,89400
3473031,a0o6g00000H9QbBAAV,a0i6g00000AhmaFAAR,a0i6g00000AhmaFAAR,0016g00002RJzUzAAL,347386,AB,C60PM,CAP,347386
3473032,a0o6g00000H9Qc4AAF,a0i6g00000AhlICAAZ,a0i6g00000AhlICAAZ,0016g00002RJtvWAAT,89696,AC,A60PM,CAP,89696
3473033,a0o6g00000H9QtdAAF,a0i6g00000AhYpEAAV,a0i6g00000AhYpEAAV,0016g00002RK1UjAAL,35703,AA,PU001D,CAP,35703
3473034,a0o6g00000H9QteAAF,a0i6g00000AhcpgAAB,a0i6g00000AhcpgAAB,0016g00002RJsz9AAD,16870,AA,PU001Q,CAP,16870
3473035,a0o6g00000H9QtfAAF,a0i6g00000AhYpcAAF,a0i6g00000AhYpcAAF,0016g00002RJwTZAA1,35709,AA,PU001D,CAP,35709
3473036,a0o6g00000H9QtgAAF,a0i6g00000AhYpcAAF,a0i6g00000AhYpcAAF,0016g00002RJwTZAA1,35710,AA,PU001D,CAP,35710
3473037,a0o6g00000H9QthAAF,a0i6g00000AhYn4AAF,a0i6g00000AhYn4AAF,0016g00002RJpYAAA1,35698,AA,PU001D,CAP,35698
3473038,a0o6g00000H9QtiAAF,a0i6g00000AhYn9AAF,a0i6g00000AhYn9AAF,0016g00002RJpdYAAT,35712,AA,PU001D,CAP,35712
3473039,a0o6g00000H9QtkAAF,a0i6g00000AhcmgAAB,a0i6g00000AhcmgAAB,0016g00002RJqVWAA1,35696,AA,PU001D,CAP,35696
3473040,a0o6g00000H9QtlAAF,a0i6g00000AhYnIAAV,a0i6g00000AhYnIAAV,0016g00002RJsceAAD,16861,AA,PU001Q,CAP,16861
3473041,a0o6g00000H9QttAAF,a0i6g00000AhmS3AAJ,a0i6g00000AhmS3AAJ,0016g00002RJsywAAD,347507,AB,A60PM,CAP,347507
3473042,a0o6g00000H9QtuAAF,a0i6g00000AhmjNAAR,a0i6g00000AhmjNAAR,0016g00002RJmj4AAD,347508,AB,A60PM,CAP,347508
3473043,a0o6g00000H9QtwAAF,a0i6g00000AhmjWAAR,a0i6g00000AhmjWAAR,0016g00002RJnGTAA1,347510,AB,A60PM,CAP,347510
3473044,a0o6g00000H9Qu0AAF,a0i6g00000AhmgqAAB,a0i6g00000AhmgqAAB,0016g00002RK0XcAAL,10763,AD,A60PM,CAP,10763
3473045,a0o6g00000H9Qu1AAF,a0i6g00000AhmguAAB,a0i6g00000AhmguAAB,0016g00002RJviHAAT,89352,AC,A60PM,CAP,89352
3473046,a0o6g00000H9Qu3AAF,a0i6g00000Ahmh3AAB,a0i6g00000Ahmh3AAB,0016g00002RJqwXAAT,306322,AA,A36PU,CAP,306322
3473047,a0o6g00000H9Qu9AAF,a0i6g00000AhmI2AAJ,a0i6g00000AhmI2AAJ,0016g00002RK1QnAAL,350761,AA,A48PU,CAP,350761
3473048,a0o6g00000H9QuJAAV,a0i6g00000AhmTfAAJ,a0i6g00000AhmTfAAJ,0016g00002RJy59AAD,10768,AD,A60PM,CAP,10768
3473049,a0o6g00000H9QuKAAV,a0i6g00000AhmEvAAJ,a0i6g00000AhmEvAAJ,0016g00002RJqyZAAT,10769,AD,A60PM,CAP,10769
3473050,a0o6g00000H9QuLAAV,a0i6g00000AhmlhAAB,a0i6g00000AhmlhAAB,0016g00002RJxgxAAD,346955,AB,A60PM,CAP,346955
3473051,a0o6g00000H9QuNAAV,a0i6g00000AhmCOAAZ,a0i6g00000AhmCOAAZ,0016g00002RJqVxAAL,89706,AC,A60PM,CAP,89706
3473052,a0o6g00000H9QuPAAV,a0i6g00000AhmmEAAR,a0i6g00000AhmmEAAR,0016g00002RJpUNAA1,89709,AC,A60PM,CAP,89709
3473053,a0o6g00000H9QuVAAV,a0i6g00000AhmJ2AAJ,a0i6g00000AhmJ2AAJ,0016g00002RJrN4AAL,350763,AA,B48PU,CAP,350763
3473054,a0o6g00000H9QueAAF,a0i6g00000AhfWWAAZ,a0i6g00000AhfWWAAZ,0016g00002RJwXLAA1,366,AE,A60PM,CAP,366
3473055,a0o6g00000H9QuhAAF,a0i6g00000AhfZCAAZ,a0i6g00000AhfZCAAZ,0016g00002RJzI7AAL,347495,AB,A60PM,CAP,347495
3473056,a0o6g00000H9QulAAF,a0i6g00000AhfbDAAR,a0i6g00000AhfbDAAR,0016g00002RJzZFAA1,346936,AB,A60PM,CAP,346936
3473057,a0o6g00000H9QuoAAF,a0i6g00000AhffIAAR,a0i6g00000AhffIAAR,0016g00002RJrXSAA1,346940,AB,A60PM,CAP,346940
3473058,a0o6g00000H9QutAAF,a0i6g00000AhcnPAAR,a0i6g00000AhcnPAAR,0016g00002RJpioAAD,346942,AB,A60PM,CAP,346942
3473059,a0o6g00000H9QuuAAF,a0i6g00000AhfEMAAZ,a0i6g00000AhfEMAAZ,0016g00002RK1WpAAL,350995,AA,A48PU,CAP,350995
3473060,a0o6g00000H9QuvAAF,a0i6g00000AhfEMAAZ,a0i6g00000AhfEMAAZ,0016g00002RK1WpAAL,121331,AB,A48PM,CAP,121331
3473061,a0o6g00000H9QuwAAF,a0i6g00000AhfETAAZ,a0i6g00000AhfETAAZ,0016g00002RJnAFAA1,10736,AD,A60PM,CAP,10736
3473062,a0o6g00000H9QuyAAF,a0i6g00000AhfGwAAJ,a0i6g00000AhfGwAAJ,0016g00002RJwftAAD,358,AE,A60PM,CAP,358
3473063,a0o6g00000H9Qv3AAF,a0i6g00000AhfKXAAZ,a0i6g00000AhfKXAAZ,0016g00002RJnDNAA1,121171,AB,A48PM,CAP,121171
3473064,a0o6g00000H9Qv5AAF,a0i6g00000Ahcr5AAB,a0i6g00000Ahcr5AAB,0016g00002RK1wYAAT,89337,AC,A60PM,CAP,89337
3473065,a0o6g00000H9Qv7AAF,a0i6g00000Ahcm4AAB,a0i6g00000Ahcm4AAB,0016g00002RJvvhAAD,89700,AC,A60PM,CAP,89700
3473066,a0o6g00000H9QvAAAV,a0i6g00000AhcocAAB,a0i6g00000AhcocAAB,0016g00002RJzgrAAD,10744,AD,A60PM,CAP,10744
3473067,a0o6g00000H9QvCAAV,a0i6g00000AhZ44AAF,a0i6g00000AhZ44AAF,0016g00002RJzsLAAT,143816,AA,PUA48,CAP,143816
3473068,a0o6g00000H9QvEAAV,a0i6g00000AhZ4bAAF,a0i6g00000AhZ4bAAF,0016g00002RJpsjAAD,5121,AA,A36PP,CAP,5121
3473069,a0o6g00000H9QvGAAV,a0i6g00000AhZ5kAAF,a0i6g00000AhZ5kAAF,0016g00002RJmSpAAL,89701,AC,A60PM,CAP,89701
3473070,a0o6g00000H9QvHAAV,a0i6g00000AhZ5kAAF,a0i6g00000AhZ5kAAF,0016g00002RJmSpAAL,347502,AB,A60PM,CAP,347502
3473071,a0o6g00000H9QvIAAV,a0i6g00000AhhyUAAR,a0i6g00000AhhyUAAR,0016g00002RK1GGAA1,35713,AA,PU001D,CAP,35713
3473072,a0o6g00000H9QvLAAV,a0i6g00000AhhyOAAR,a0i6g00000AhhyOAAR,0016g00002RJo6tAAD,16867,AA,PU001Q,CAP,16867
3473073,a0o6g00000H9QvMAAV,a0i6g00000AhhyHAAR,a0i6g00000AhhyHAAR,0016g00002RJnImAAL,16866,AA,PU001Q,CAP,16866
3473074,a0o6g00000H9QvNAAV,a0i6g00000AhhyPAAR,a0i6g00000AhhyPAAR,0016g00002RJmLTAA1,16863,AA,PU001Q,CAP,16863
3473075,a0o6g00000H9QvQAAV,a0i6g00000Ahm9DAAR,a0i6g00000Ahm9DAAR,0016g00002RJzH1AAL,89340,AC,A60PM,CAP,89340
3473076,a0o6g00000H9QvSAAV,a0i6g00000AhmeLAAR,a0i6g00000AhmeLAAR,0016g00002RJyvwAAD,121172,AB,A48PM,CAP,121172
3473077,a0o6g00000H9QvTAAV,a0i6g00000AhmeOAAR,a0i6g00000AhmeOAAR,0016g00002RJpTRAA1,10751,AD,A60PM,CAP,10751
3473078,a0o6g00000H9QvUAAV,a0i6g00000AhmjtAAB,a0i6g00000AhmjtAAB,0016g00002RK0WdAAL,350752,AA,A48PU,CAP,350752
3473079,a0o6g00000H9QvXAAV,a0i6g00000AhmgcAAB,a0i6g00000AhmgcAAB,0016g00002RJrvpAAD,350753,AA,A48PU,CAP,350753
3473080,a0o6g00000H9QvYAAV,a0i6g00000AhmheAAB,a0i6g00000AhmheAAB,0016g00002RK1tJAAT,10755,AD,A60PM,CAP,10755
3473081,a0o6g00000H9QvfAAF,a0i6g00000AhmiDAAR,a0i6g00000AhmiDAAR,0016g00002RJo5uAAD,10761,AD,A60PM,CAP,10761
3473082,a0o6g00000H9QvgAAF,a0i6g00000AhmiEAAR,a0i6g00000AhmiEAAR,0016g00002RJzz5AAD,10762,AD,A60PM,CAP,10762
3473083,a0o6g00000H9QxPAAV,a0i6g00000AhlSEAAZ,a0i6g00000AhlSEAAZ,0016g00002RJtyGAAT,10787,AD,A60PM,CAP,10787
3473084,a0o6g00000H9QxQAAV,a0i6g00000AhlSPAAZ,a0i6g00000AhlSPAAZ,0016g00002RJmJoAAL,346984,AB,A60PM,CAP,346984
3473085,a0o6g00000H9QxSAAV,a0i6g00000AhmTXAAZ,a0i6g00000AhmTXAAZ,0016g00002RJrVfAAL,121366,AB,A48PM,CAP,121366
3473086,a0o6g00000H9QxUAAV,a0i6g00000AhlPCAAZ,a0i6g00000AhlPCAAZ,0016g00002RJmNpAAL,346985,AB,A60PM,CAP,346985
3473087,a0o6g00000H9QxVAAV,a0i6g00000AhmF4AAJ,a0i6g00000AhmF4AAJ,0016g00002RJuy0AAD,10789,AD,A60PM,CAP,10789
3473088,a0o6g00000H9QxXAAV,a0i6g00000AhlPqAAJ,a0i6g00000AhlPqAAJ,0016g00002RJuy4AAD,89754,AC,A60PM,CAP,89754
3473089,a0o6g00000H9QxaAAF,a0i6g00000AhlQDAAZ,a0i6g00000AhlQDAAZ,0016g00002RJoaSAAT,346988,AB,A60PM,CAP,346988
3473090,a0o6g00000H9QxbAAF,a0i6g00000AhlQEAAZ,a0i6g00000AhlQEAAZ,0016g00002RJpveAAD,346989,AB,A60PM,CAP,346989
3473091,a0o6g00000H9QxcAAF,a0i6g00000AhmRmAAJ,a0i6g00000AhmRmAAJ,0016g00002RJsNgAAL,89756,AC,A60PM,CAP,89756
3473092,a0o6g00000H9QzFAAV,a0i6g00000AhlT3AAJ,a0i6g00000AhlT3AAJ,0016g00002RJzW3AAL,89759,AC,A60PM,CAP,89759
3473093,a0o6g00000H9QzGAAV,a0i6g00000AhlTFAAZ,a0i6g00000AhlTFAAZ,0016g00002RJzLNAA1,89760,AC,A60PM,CAP,89760
3473094,a0o6g00000H9QzHAAV,a0i6g00000AhlTHAAZ,a0i6g00000AhlTHAAZ,0016g00002RJlioAAD,346993,AB,A60PM,CAP,346993
3473095,a0o6g00000H9QzJAAV,a0i6g00000AhlUJAAZ,a0i6g00000AhlUJAAZ,0016g00002RJx9eAAD,346994,AB,A60PM,CAP,346994
3473096,a0o6g00000H9QzLAAV,a0i6g00000AhmOFAAZ,a0i6g00000AhmOFAAZ,0016g00002RJvr3AAD,89762,AC,A60PM,CAP,89762
3473097,a0o6g00000H9QzPAAV,a0i6g00000AhlUlAAJ,a0i6g00000AhlUlAAJ,0016g00002RJm90AAD,89766,AC,A60PM,CAP,89766
3473098,a0o6g00000H9QzRAAV,a0i6g00000AhlV7AAJ,a0i6g00000AhlV7AAJ,0016g00002RJumJAAT,89768,AC,A60PM,CAP,89768
3473099,a0o6g00000H9QzTAAV,a0i6g00000AhlVIAAZ,a0i6g00000AhlVIAAZ,0016g00002RK0bmAAD,346998,AB,A60PM,CAP,346998
3473100,a0o6g00000H9QzXAAV,a0i6g00000AhmBmAAJ,a0i6g00000AhmBmAAJ,0016g00002RJuGHAA1,10791,AD,A60PM,CAP,10791
3473101,a0o6g00000H9QzZAAV,a0i6g00000AhmTTAAZ,a0i6g00000AhmTTAAZ,0016g00002RJwOyAAL,10792,AD,A60PM,CAP,10792
3473102,a0o6g00000H9QzcAAF,a0i6g00000AhlVtAAJ,a0i6g00000AhlVtAAJ,0016g00002RJlfSAAT,544124,AA,A48PM,CAP,544124
3473103,a0o6g00000H9QzfAAF,a0i6g00000AhmEAAAZ,a0i6g00000AhmEAAAZ,0016g00002RK0cVAAT,10796,AD,A60PM,CAP,10796
3473104,a0o6g00000H9QzgAAF,a0i6g00000AhlTPAAZ,a0i6g00000AhlTPAAZ,0016g00002RJy6EAAT,10799,AD,A60PM,CAP,10799
3473105,a0o6g00000H9QziAAF,a0i6g00000AhmOLAAZ,a0i6g00000AhmOLAAZ,0016g00002RJwz4AAD,306325,AA,A36PU,CAP,306325
3473106,a0o6g00000H9QzlAAF,a0i6g00000AhmK1AAJ,a0i6g00000AhmK1AAJ,0016g00002RJoIKAA1,121188,AB,A48PM,CAP,121188
3473107,a0o6g00000H9QzmAAF,a0i6g00000AhlXsAAJ,a0i6g00000AhlXsAAJ,0016g00002RJoaRAAT,89772,AC,A60PM,CAP,89772
3473108,a0o6g00000H9QzpAAF,a0i6g00000Ahlg0AAB,a0i6g00000Ahlg0AAB,0016g00002RJnMiAAL,347041,AB,A60PM,CAP,347041
3473109,a0o6g00000H9QzqAAF,a0i6g00000AhmClAAJ,a0i6g00000AhmClAAJ,0016g00002RJtPzAAL,350803,AA,A48PU,CAP,350803
3473110,a0o6g00000H9QzrAAF,a0i6g00000Ahlg2AAB,a0i6g00000Ahlg2AAB,0016g00002RJq3dAAD,347043,AB,A60PM,CAP,347043
3473111,a0o6g00000H9QzvAAF,a0i6g00000Ahlg7AAB,a0i6g00000Ahlg7AAB,0016g00002RJmBmAAL,121203,AB,A48PM,CAP,121203
3473112,a0o6g00000H9QzzAAF,a0i6g00000AhlgHAAR,a0i6g00000AhlgHAAR,0016g00002RJnhZAAT,121206,AB,A48PM,CAP,121206
3473113,a0o6g00000H9R00AAF,a0i6g00000AhmFpAAJ,a0i6g00000AhmFpAAJ,0016g00002RJux5AAD,543954,AA,A48PM,CAP,543954
3473114,a0o6g00000H9R02AAF,a0i6g00000AhlgKAAR,a0i6g00000AhlgKAAR,0016g00002RJm5kAAD,135366,AA,A36PM,CAP,135366
3473115,a0o6g00000H9R03AAF,a0i6g00000AhlgMAAR,a0i6g00000AhlgMAAR,0016g00002RJtJjAAL,350810,AA,A48PU,CAP,350810
3473116,a0o6g00000H9R0FAAV,a0i6g00000AhlglAAB,a0i6g00000AhlglAAB,0016g00002RJxbDAAT,347057,AB,A60PM,CAP,347057
3473117,a0o6g00000H9R0MAAV,a0i6g00000Ahlh8AAB,a0i6g00000Ahlh8AAB,0016g00002RJrOgAAL,350823,AA,A48PU,CAP,350823
3473118,a0o6g00000H9R0OAAV,a0i6g00000AhmAwAAJ,a0i6g00000AhmAwAAJ,0016g00002RJsB0AAL,543959,AA,A48PM,CAP,543959
3473119,a0o6g00000H9R0WAAV,a0i6g00000AhlhZAAR,a0i6g00000AhlhZAAR,0016g00002RJphcAAD,14282,AC,A48PM,CAP,14282
3473120,a0o6g00000H9R0dAAF,a0i6g00000AhmNAAAZ,a0i6g00000AhmNAAAZ,0016g00002RJm0PAAT,347085,AB,A60PM,CAP,347085
3473121,a0o6g00000H9R0kAAF,a0i6g00000Ahla4AAB,a0i6g00000Ahla4AAB,0016g00002RK1ReAAL,121368,AB,A48PM,CAP,121368
3473122,a0o6g00000H9R0lAAF,a0i6g00000AhmIwAAJ,a0i6g00000AhmIwAAJ,0016g00002RJypvAAD,89782,AC,A60PM,CAP,89782
3473123,a0o6g00000H9R0mAAF,a0i6g00000AhlXdAAJ,a0i6g00000AhlXdAAJ,0016g00002RJnZtAAL,89783,AC,A60PM,CAP,89783
3473124,a0o6g00000H9R0nAAF,a0i6g00000AhlXTAAZ,a0i6g00000AhlXTAAZ,0016g00002RJt3wAAD,143860,AA,PUA48,CAP,143860
3473125,a0o6g00000H9R2LAAV,a0i6g00000AhlcPAAR,a0i6g00000AhlcPAAR,0016g00002RK1s8AAD,35688,AA,PU001D,CAP,35688
3473126,a0o6g00000H9R2MAAV,a0i6g00000AhlcTAAR,a0i6g00000AhlcTAAR,0016g00002RK0YmAAL,35682,AA,PU001D,CAP,35682
3473127,a0o6g00000H9R2NAAV,a0i6g00000AhlcTAAR,a0i6g00000AhlcTAAR,0016g00002RK0YmAAL,35683,AA,PU001D,CAP,35683
3473128,a0o6g00000H9R2OAAV,a0i6g00000AhmENAAZ,a0i6g00000AhmENAAZ,0016g00002RJuNYAA1,35693,AA,PU001D,CAP,35693
3473129,a0o6g00000H9R2PAAV,a0i6g00000AhmWlAAJ,a0i6g00000AhmWlAAJ,0016g00002RJtClAAL,10712,AD,A60PM,CAP,10712
3473130,a0o6g00000H9R2QAAV,a0i6g00000AhmWlAAJ,a0i6g00000AhmWlAAJ,0016g00002RJtClAAL,350987,AA,A48PU,CAP,350987
3473131,a0o6g00000H9R2RAAV,a0i6g00000AhlcrAAB,a0i6g00000AhlcrAAB,0016g00002RJv3cAAD,544101,AA,A48PM,CAP,544101
3473132,a0o6g00000H9R2ZAAV,a0i6g00000AhlbKAAR,a0i6g00000AhlbKAAR,0016g00002RJzWDAA1,89379,AC,A60PM,CAP,89379
3473133,a0o6g00000H9R2aAAF,a0i6g00000AhlbMAAR,a0i6g00000AhlbMAAR,0016g00002RJo8xAAD,89380,AC,E60PM,CAP,89380
3473134,a0o6g00000H9R2bAAF,a0i6g00000AhmDGAAZ,a0i6g00000AhmDGAAZ,0016g00002RJv7mAAD,89381,AC,A60PM,CAP,89381
3473135,a0o6g00000H9R2dAAF,a0i6g00000AhlbZAAR,a0i6g00000AhlbZAAR,0016g00002RJvpGAAT,12682,AB,PUF48,CAP,12682
3473136,a0o6g00000H9R2fAAF,a0i6g00000AhlbdAAB,a0i6g00000AhlbdAAB,0016g00002RJscvAAD,347016,AB,A60PM,CAP,347016
3473137,a0o6g00000H9R2gAAF,a0i6g00000AhlbjAAB,a0i6g00000AhlbjAAB,0016g00002RK11lAAD,347018,AB,A60PM,CAP,347018
3473138,a0o6g00000H9R2rAAF,a0i6g00000AhlbvAAB,a0i6g00000AhlbvAAB,0016g00002RJoe6AAD,89386,AC,A60PM,CAP,89386
3473139,a0o6g00000H9R2sAAF,a0i6g00000Ahli1AAB,a0i6g00000Ahli1AAB,0016g00002RK0OIAA1,89389,AC,A60PM,CAP,89389
3473140,a0o6g00000H9R2xAAF,a0i6g00000AhleeAAB,a0i6g00000AhleeAAB,0016g00002RJtvVAAT,10585,AD,A60PM,CAP,10585
3473141,a0o6g00000H9R2yAAF,a0i6g00000AhlehAAB,a0i6g00000AhlOLAAZ,0016g00002RJuxqAAD,543948,AA,A48PM,CAP,543948
3473142,a0o6g00000H9R2zAAF,a0i6g00000AhlekAAB,a0i6g00000AhlekAAB,0016g00002RK1qLAAT,350799,AA,A48PU,CAP,350799
3473143,a0o6g00000H9R3AAAV,a0i6g00000AhlfuAAB,a0i6g00000AhlfuAAB,0016g00002RK18eAAD,347034,AB,A60PM,CAP,347034
3473144,a0o6g00000H9R3CAAV,a0i6g00000AhmkYAAR,a0i6g00000AhmkYAAR,0016g00002RK0wzAAD,89361,AC,A60PM,CAP,89361
3473145,a0o6g00000H9R3DAAV,a0i6g00000AhmUZAAZ,a0i6g00000AES8xAAH,0016g00002RJtlEAAT,350766,AA,A48PU,CAP,350766
3473146,a0o6g00000H9R3IAAV,a0i6g00000AhmHAAAZ,a0i6g00000AhmHAAAZ,0016g00002RJrVGAA1,347522,AB,A60PM,CAP,347522
3473147,a0o6g00000H9R3JAAV,a0i6g00000AhmOdAAJ,a0i6g00000AhmOdAAJ,0016g00002RJravAAD,135430,AA,A36PM,CAP,135430
3473148,a0o6g00000H9R3QAAV,a0i6g00000AhmO1AAJ,a0i6g00000AhmO1AAJ,0016g00002RJu23AAD,347528,AB,A60PM,CAP,347528
3473149,a0o6g00000H9R3RAAV,a0i6g00000AhmMJAAZ,a0i6g00000AhmMJAAZ,0016g00002RJyEMAA1,350771,AA,A48PU,CAP,350771
3473150,a0o6g00000H9R3TAAV,a0i6g00000Ahmp4AAB,a0i6g00000Ahmp4AAB,0016g00002RJtxFAAT,346962,AB,A60PM,CAP,346962
3473151,a0o6g00000H9R3UAAV,a0i6g00000AhmBNAAZ,a0i6g00000AhmBNAAZ,0016g00002RJoRcAAL,346963,AB,A60PM,CAP,346963
3473152,a0o6g00000H9R3VAAV,a0i6g00000Ahmp9AAB,a0i6g00000Ahmp9AAB,0016g00002RJpbCAAT,347530,AB,A60PM,CAP,347530
3473153,a0o6g00000H9R3WAAV,a0i6g00000AhmpAAAR,a0i6g00000AhmpAAAR,0016g00002RJsyyAAD,346964,AB,A60PM,CAP,346964
3473154,a0o6g00000H9R3XAAV,a0i6g00000AhmpCAAR,a0i6g00000AhmpCAAR,0016g00002RJzwvAAD,346965,AB,A60PM,CAP,346965
3473155,a0o6g00000H9R3bAAF,a0i6g00000AhmShAAJ,a0i6g00000AhmShAAJ,0016g00002RJrVMAA1,350773,AA,B48PU,CAP,350773
3473156,a0o6g00000H9R3cAAF,a0i6g00000AhmpcAAB,a0i6g00000AhmpcAAB,0016g00002RK19NAAT,346967,AB,A60PM,CAP,346967
3473157,a0o6g00000H9R3dAAF,a0i6g00000AhmptAAB,a0i6g00000AhmptAAB,0016g00002RJqyXAAT,346968,AB,A60PM,CAP,346968
3473158,a0o6g00000H9R3eAAF,a0i6g00000AhmB9AAJ,a0i6g00000AhmB9AAJ,0016g00002RJoDzAAL,347537,AB,A60PM,CAP,347537
3473159,a0o6g00000H9R3hAAF,a0i6g00000Ahmq9AAB,a0i6g00000Ahmq9AAB,0016g00002RJq4LAAT,347540,AB,A60PM,CAP,347540
3473160,a0o6g00000H9R3jAAF,a0i6g00000AhmqKAAR,a0i6g00000AhmqKAAR,0016g00002RJv4jAAD,346970,AB,C60PM,CAP,346970
3473161,a0o6g00000H9R3kAAF,a0i6g00000AhmqYAAR,a0i6g00000AhmqYAAR,0016g00002RJviFAAT,89723,AC,A60PM,CAP,89723
3473162,a0o6g00000H9R3mAAF,a0i6g00000AhmqmAAB,a0i6g00000AhmqmAAB,0016g00002RJy6GAAT,89726,AC,A60PM,CAP,89726
3473163,a0o6g00000H9R3qAAF,a0i6g00000AhmnuAAB,a0i6g00000AhmnuAAB,0016g00002RJs6wAAD,346973,AB,A60PM,CAP,346973
3473164,a0o6g00000H9R3rAAF,a0i6g00000AhmJ7AAJ,a0i6g00000AhmJ7AAJ,0016g00002RJoIrAAL,89730,AC,A60PM,CAP,89730
3473165,a0o6g00000H9R3tAAF,a0i6g00000Ahmo4AAB,a0i6g00000Ahmo4AAB,0016g00002RJwqeAAD,89733,AC,A60PM,CAP,89733
3473166,a0o6g00000H9R3uAAF,a0i6g00000AhmBwAAJ,a0i6g00000AhmBwAAJ,0016g00002RJq85AAD,89734,AC,A60PM,CAP,89734
3473167,a0o6g00000H9R3vAAF,a0i6g00000AhmBpAAJ,a0i6g00000AhmBpAAJ,0016g00002RJqwcAAD,347542,AB,A60PM,CAP,347542
3473168,a0o6g00000H9R3wAAF,a0i6g00000AhmoPAAR,a0i6g00000AhmoPAAR,0016g00002RJmfiAAD,543943,AA,A48PM,CAP,543943
3473169,a0o6g00000H9R3xAAF,a0i6g00000AhmoZAAR,a0i6g00000AhmoZAAR,0016g00002RK0cZAAT,89366,AC,A60PM,CAP,89366
3473170,a0o6g00000H9R42AAF,a0i6g00000AhmsNAAR,a0i6g000006P4HbAAK,0016g00002RJnNJAA1,350778,AA,B48PU,CAP,350778
3473171,a0o6g00000H9R44AAF,a0i6g00000Ahm9NAAR,a0i6g00000Ahm9NAAR,0016g00002RJrvoAAD,89736,AC,A60PM,CAP,89736
3473172,a0o6g00000H9R46AAF,a0i6g00000AhmU0AAJ,a0i6g00000AhmU0AAJ,0016g00002RJpaSAAT,89738,AC,A60PM,CAP,89738
3473173,a0o6g00000H9R49AAF,a0i6g00000AhmsuAAB,a0i6g00000AhmsuAAB,0016g00002RJzwsAAD,347550,AB,A60PM,CAP,347550
3473174,a0o6g00000H9R4DAAV,a0i6g00000AhmtHAAR,a0i6g00000AhmtHAAR,0016g00002RJwfxAAD,89369,AC,A60PM,CAP,89369
3473175,a0o6g00000H9R4EAAV,a0i6g00000AhmtMAAR,a0i6g00000AhmtMAAR,0016g00002RJndKAAT,347552,AB,A60PM,CAP,347552
3473176,a0o6g00000H9R4HAAV,a0i6g00000AhmTVAAZ,a0i6g00000AhmTVAAZ,0016g00002RJndMAAT,89742,AC,A60PM,CAP,89742
3473177,a0o6g00000H9R4JAAV,a0i6g00000AhmGNAAZ,a0i6g00000AhmGNAAZ,0016g00002RJvA2AAL,89744,AC,A60PM,CAP,89744
3473178,a0o6g00000H9R4KAAV,a0i6g00000AhmGNAAZ,a0i6g00000AhmGNAAZ,0016g00002RJvA2AAL,10774,AD,A60PM,CAP,10774
3473179,a0o6g00000H9R4LAAV,a0i6g00000AhmuNAAR,a0i6g00000AhmuNAAR,0016g00002RK1qdAAD,89372,AC,A60PM,CAP,89372
3473180,a0o6g00000H9R4MAAV,a0i6g00000AhmCWAAZ,a0i6g00000AhmCWAAZ,0016g00002RJxO7AAL,347553,AB,A60PM,CAP,347553
3473181,a0o6g00000H9R4RAAV,a0i6g00000AhmBXAAZ,a0i6g00000AhmBXAAZ,0016g00002RJp4ZAAT,89375,AC,A60PM,CAP,89375
3473182,a0o6g00000H9R4TAAV,a0i6g00000AhmTkAAJ,a0i6g00000AhmTkAAJ,0016g00002RJm74AAD,10779,AD,A60PM,CAP,10779
3473183,a0o6g00000H9R4VAAV,a0i6g00000AhmUOAAZ,a0i6g00000AhmUOAAZ,0016g00002RJlvLAAT,3519,AB,PUD36,CAP,3519
